drug_internal_id,drug_id,drug_name,warning_type,warning_class,warning_description,efo_id,efo_term,warning_year,warning_country
1380293,CHEMBL2108027,DULAGLUTIDE,Black Box Warning,carcinogenicity,,,,,United States
1380301,CHEMBL2108035,INCOBOTULINUMTOXINA,Black Box Warning,,,,,,United States
1380344,CHEMBL2108078,PARATHYROID HORMONE,Black Box Warning,carcinogenicity,,,,,United States
1380405,CHEMBL2108139,POVIDONE,Withdrawn,dermatological toxicity,may cause storage disease with the formation of granulomas,HP:0032252,Granuloma,1978.0,United States
1380577,CHEMBL2108311,ASFOTASE ALFA,Black Box Warning,immune system toxicity,,,,,United States
1380732,CHEMBL2108466,GINKGO,Withdrawn,immune system toxicity,"anaphylactic symptoms (shock, fever, leukocytosis, and cardiac arrhythmia), in some cases life-threatening",MONDO:0100053,anaphylaxis,1998.0,Germany
1380774,CHEMBL2108508,INTERFERON ALFA-2A,Black Box Warning,,,,,,United States
1380811,CHEMBL2108545,ORGOTEIN,Withdrawn,immune system toxicity,anaphylactic reactions,MONDO:0100053,anaphylaxis,1990.0,Switzerland
1380836,CHEMBL2108570,ABOBOTULINUMTOXINA,Black Box Warning,,,,,,United States
1380877,CHEMBL2108611,INOTUZUMAB OZOGAMICIN,Black Box Warning,hepatotoxicity,,,,,United States
1380904,CHEMBL2108638,RAXIBACUMAB,Black Box Warning,vascular toxicity,,,,,United States
1380933,CHEMBL2108667,YTTRIUM Y 90 IBRITUMOMAB TIUXETAN,Black Box Warning,,,,,,United States
1380942,CHEMBL2108676,ELOSULFASE ALFA,Black Box Warning,gastrointestinal toxicity,,,,,United States
1380942,CHEMBL2108676,ELOSULFASE ALFA,Black Box Warning,immune system toxicity,,,,,United States
1380942,CHEMBL2108676,ELOSULFASE ALFA,Black Box Warning,cardiotoxicity,,,,,United States
1380942,CHEMBL2108676,ELOSULFASE ALFA,Black Box Warning,vascular toxicity,,,,,United States
1380942,CHEMBL2108676,ELOSULFASE ALFA,Black Box Warning,dermatological toxicity,,,,,United States
1380967,CHEMBL2108701,HYDROXYETHYL STARCH 130/0.4,Withdrawn,nephrotoxicity,serious risks (kidney injury and death) in certain patients (for example those who are very ill or have blood poisoning),PATO:0001422,dead,2022.0,European Union
1380967,CHEMBL2108701,HYDROXYETHYL STARCH 130/0.4,Withdrawn,nephrotoxicity,serious risks (kidney injury and death) in certain patients (for example those who are very ill or have blood poisoning),EFO:0011056,nephrotoxicity,2022.0,European Union
1380990,CHEMBL2108724,SEMAGLUTIDE,Black Box Warning,carcinogenicity,,,,,United States
1380996,CHEMBL2108730,SARILUMAB,Black Box Warning,infectious disease,,,,,United States
1381031,CHEMBL2108765,PUMACTANT,Withdrawn,,Higher mortality rate in neonates given pumactant,PATO:0001422,dead,2000.0,United Kingdom
1381041,CHEMBL2108775,PODOPHYLLUM RESIN,Withdrawn,teratogenicity,risk of teratogenicity,EFO:0009880,Teratogenicity,1970.0,Italy
1381154,CHEMBL2108888,AGALSIDASE BETA,Black Box Warning,immune system toxicity,,,,,United States
1381447,CHEMBL2109181,NEBACUMAB,Withdrawn,,no reduction in mortality in patients treated with nebacumab who had Gram-negative bacteraemia.,EFO:0020002,lack of efficacy,1993.0,Worldwide
1381447,CHEMBL2109181,NEBACUMAB,Withdrawn,,mortality was increased,PATO:0001422,dead,1993.0,Worldwide
1381454,CHEMBL2109188,FUSAFUNGINE,Withdrawn,immune system toxicity,Increased risk of allergic reactions with fatal outcome,EFO:0009482,drug allergy,2016.0,European Union; Armenia
1381454,CHEMBL2109188,FUSAFUNGINE,Withdrawn,immune system toxicity,Serious allergic reactions and limited evidence of benefit,EFO:1002003,hypersensitivity reaction disease,2016.0,European Union; Armenia
1381454,CHEMBL2109188,FUSAFUNGINE,Withdrawn,immune system toxicity,Risk of serious allergic reactions,EFO:1002018,BRONCHIAL DISEASE,2016.0,European Union; Armenia
1381454,CHEMBL2109188,FUSAFUNGINE,Withdrawn,immune system toxicity,Risk of serious allergic reactions,EFO:0009482,drug allergy,2016.0,European Union; Armenia
1381454,CHEMBL2109188,FUSAFUNGINE,Withdrawn,immune system toxicity,Risk of serious allergic reactions,EFO:1002003,hypersensitivity reaction disease,2016.0,European Union; Armenia
1383076,CHEMBL2110636,BUNAMIODYL,Withdrawn,nephrotoxicity,Renal failure,EFO:1002048,kidney failure,1964.0,Worldwide
1383076,CHEMBL2110636,BUNAMIODYL,Withdrawn,nephrotoxicity,"Oliguria, renal tubular necrosis, and death; the use of other cholecystographic agents within one week after bunamiodyl ingestion may be dangerous. It is contraindicated in patients with a history of renal disease. Evaluation of renal function should be performed before use of the drug",PATO:0001422,dead,1964.0,Worldwide
1383076,CHEMBL2110636,BUNAMIODYL,Withdrawn,nephrotoxicity,"Oliguria, renal tubular necrosis, and death; the use of other cholecystographic agents within one week after bunamiodyl ingestion may be dangerous. It is contraindicated in patients with a history of renal disease. Evaluation of renal function should be performed before use of the drug",EFO:1000794,acute kidney tubular necrosis,1964.0,Worldwide
1383076,CHEMBL2110636,BUNAMIODYL,Withdrawn,nephrotoxicity,"Oliguria, renal tubular necrosis, and death; the use of other cholecystographic agents within one week after bunamiodyl ingestion may be dangerous. It is contraindicated in patients with a history of renal disease. Evaluation of renal function should be performed before use of the drug",EFO:0009878,drug interaction,1964.0,Worldwide
1383402,CHEMBL2110962,MEFENOREX,Withdrawn,,unfavourable benefit/risk balance,,,1999.0,France; Oman
1383402,CHEMBL2110962,MEFENOREX,Withdrawn,respiratory toxicity,arterial pulmonary hypertension,EFO:0001361,pulmonary arterial hypertension,1999.0,France; Oman
351701,CHEMBL211456,EPHEDRINE,Withdrawn,,Not safe for use in asthma,,,2005.0,Timor-Leste
1428762,CHEMBL2165326,APROCITENTAN,Black Box Warning,,,,,,United States
27104,CHEMBL21869,DIBROMSALAN,Withdrawn,dermatological toxicity,potent photosensitizer capable of causing disabling skin disorders,EFO:0000701,skin disease,1975.0,Japan; United States
27104,CHEMBL21869,DIBROMSALAN,Withdrawn,dermatological toxicity,Photosensitivity reactions,EFO:1000753,phototoxic dermatitis,1975.0,Japan; United States
27104,CHEMBL21869,DIBROMSALAN,Withdrawn,dermatological toxicity,potent photosensitizer capable of causing disabling skin disorders,EFO:1000753,phototoxic dermatitis,1975.0,Japan; United States
27104,CHEMBL21869,DIBROMSALAN,Withdrawn,dermatological toxicity,potent photosensitizer capable of causing disabling skin disorders,EFO:0020984,skin sensitization,1975.0,Japan; United States
27104,CHEMBL21869,DIBROMSALAN,Withdrawn,dermatological toxicity,Photosensitivity reactions,EFO:0020984,skin sensitization,1975.0,Japan; United States
1448219,CHEMBL2216870,IDELALISIB,Black Box Warning,gastrointestinal toxicity,,,,,United States
1448219,CHEMBL2216870,IDELALISIB,Black Box Warning,hepatotoxicity,,,,,United States
1448219,CHEMBL2216870,IDELALISIB,Black Box Warning,infectious disease,,,,,United States
1448219,CHEMBL2216870,IDELALISIB,Black Box Warning,respiratory toxicity,,,,,United States
1449133,CHEMBL2218860,GADOBUTROL,Black Box Warning,dermatological toxicity,,,,,United States
1449150,CHEMBL2218877,ERYTHROMYCIN ESTOLATE,Withdrawn,hepatotoxicity,Severe cholestatic hepatitis and jaundice,HP:0000952,Jaundice,1982.0,Mauritius; Bangladesh; Sweden
1449150,CHEMBL2218877,ERYTHROMYCIN ESTOLATE,Withdrawn,,Harmful,,,1982.0,Mauritius; Bangladesh; Sweden
1449150,CHEMBL2218877,ERYTHROMYCIN ESTOLATE,Withdrawn,hepatotoxicity,Hepatotoxicity,EFO:0004228,drug-induced liver injury,1982.0,Mauritius; Bangladesh; Sweden
1449150,CHEMBL2218877,ERYTHROMYCIN ESTOLATE,Withdrawn,hepatotoxicity,Hepatotoxicity,EFO:0011052,hepatotoxicity,1982.0,Mauritius; Bangladesh; Sweden
1449150,CHEMBL2218877,ERYTHROMYCIN ESTOLATE,Withdrawn,hepatotoxicity,Severe cholestatic hepatitis and jaundice,HP:0012115,Hepatitis,1982.0,Mauritius; Bangladesh; Sweden
1449186,CHEMBL2218913,CAPREOMYCIN SULFATE,Black Box Warning,,,,,,United States
1449219,CHEMBL2219415,GADOTERATE MEGLUMINE,Black Box Warning,dermatological toxicity,,,,,United States
1449229,CHEMBL2219425,ARIPIPRAZOLE LAUROXIL,Black Box Warning,,,,,,United States
27616,CHEMBL22242,REMOXIPRIDE,Withdrawn,hematological toxicity,Aplastic anemia,HP:0001915,Aplastic anemia,1993.0,Worldwide
27616,CHEMBL22242,REMOXIPRIDE,Withdrawn,hematological toxicity,aplastic anaemia,HP:0001915,Aplastic anemia,1993.0,Worldwide
372438,CHEMBL222559,TIPRANAVIR,Black Box Warning,hepatotoxicity,,,,,United States
372438,CHEMBL222559,TIPRANAVIR,Black Box Warning,neurotoxicity,,,,,United States
373973,CHEMBL223448,BROXYQUINOLINE,Withdrawn,neurotoxicity,Clioquinol might be one of the causes of subacute myelooptic neuropathy,EFO:0020919,subacute myelo-opticoneuropathy,1970.0,Japan
1503092,CHEMBL2303621,DACLATASVIR DIHYDROCHLORIDE,Black Box Warning,,,,,,United States
388819,CHEMBL231068,FLIBANSERIN,Black Box Warning,,,,,,United States
1510482,CHEMBL2311071,VINYL CHLORIDE,Withdrawn,neurotoxicity,"associated with acute toxicity manifested by dizziness, headache, disorientation, and unconsciousness",EFO:0009847,dizziness,1974.0,United States
1510482,CHEMBL2311071,VINYL CHLORIDE,Withdrawn,neurotoxicity,"associated with acute toxicity manifested by dizziness, headache, disorientation, and unconsciousness",EFO:0020914,disorientation,1974.0,United States
1510482,CHEMBL2311071,VINYL CHLORIDE,Withdrawn,neurotoxicity,"associated with acute toxicity manifested by dizziness, headache, disorientation, and unconsciousness",HP:0002315,Headache,1974.0,United States
1510482,CHEMBL2311071,VINYL CHLORIDE,Withdrawn,neurotoxicity,"associated with acute toxicity manifested by dizziness, headache, disorientation, and unconsciousness",HP:0007185,Loss of consciousness,1974.0,United States
397524,CHEMBL231779,APIXABAN,Black Box Warning,vascular toxicity,,,,,United States
394996,CHEMBL231813,TELAPREVIR,Black Box Warning,,,,,,United States
393440,CHEMBL231884,DIOSMIN,Withdrawn,,unfavourable risk-benefit profile,,,2002.0,Spain
395946,CHEMBL232201,BENZIODARONE,Withdrawn,hepatotoxicity,Jaundice,EFO:0011052,hepatotoxicity,1964.0,France; United Kingdom
395946,CHEMBL232201,BENZIODARONE,Withdrawn,hepatotoxicity,Jaundice,EFO:0004228,drug-induced liver injury,1964.0,France; United Kingdom
395946,CHEMBL232201,BENZIODARONE,Withdrawn,hepatotoxicity,Jaundice,HP:0000952,Jaundice,1964.0,France; United Kingdom
1532522,CHEMBL2355333,ZIMELDINE HYDROCHLORIDE,Withdrawn,hepatotoxicity,"Guillan-Barre Syndrome, hepatotoxicity",EFO:0004228,drug-induced liver injury,1983.0,Worldwide
1532522,CHEMBL2355333,ZIMELDINE HYDROCHLORIDE,Withdrawn,neurotoxicity,"Guillan-Barre Syndrome, hepatotoxicity",EFO:0007292,Guillain-Barre syndrome,1983.0,Worldwide
1532522,CHEMBL2355333,ZIMELDINE HYDROCHLORIDE,Withdrawn,hepatotoxicity,"Guillan-Barre Syndrome, hepatotoxicity",EFO:0011052,hepatotoxicity,1983.0,Worldwide
1532522,CHEMBL2355333,ZIMELDINE HYDROCHLORIDE,Withdrawn,neurotoxicity,associated with incidences of hypersensitivity of varying severity and serious neurological side effects including the Guillain-Barre syndrome,EFO:0007292,Guillain-Barre syndrome,1983.0,Worldwide
1532522,CHEMBL2355333,ZIMELDINE HYDROCHLORIDE,Withdrawn,immune system toxicity,associated with incidences of hypersensitivity of varying severity and serious neurological side effects including the Guillain-Barre syndrome,EFO:1002003,hypersensitivity reaction disease,1983.0,Worldwide
1532522,CHEMBL2355333,ZIMELDINE HYDROCHLORIDE,Withdrawn,neurotoxicity,associated with incidences of hypersensitivity of varying severity and serious neurological side effects including the Guillain-Barre syndrome,EFO:0000618,nervous system disease,1983.0,Worldwide
1532645,CHEMBL2355456,IBUTILIDE FUMARATE,Black Box Warning,cardiotoxicity,,,,,United States
1533286,CHEMBL2356097,METOPROLOL SUCCINATE,Black Box Warning,cardiotoxicity,,,,,United States
1537155,CHEMBL2359966,QUININE SULFATE,Black Box Warning,hematological toxicity,,,,,United States
1537155,CHEMBL2359966,QUININE SULFATE,Black Box Warning,,,,,,United States
1540495,CHEMBL2364623,PLAZOMICIN SULFATE,Black Box Warning,nephrotoxicity,,,,,United States
1540509,CHEMBL2364637,TENOFOVIR ALAFENAMIDE FUMARATE,Black Box Warning,hepatotoxicity,,,,,United States
1540521,CHEMBL2364649,MARGETUXIMAB,Black Box Warning,cardiotoxicity,,,,,United States
1540521,CHEMBL2364649,MARGETUXIMAB,Black Box Warning,teratogenicity,,,,,United States
1540521,CHEMBL2364649,MARGETUXIMAB,Black Box Warning,respiratory toxicity,,,,,United States
1540521,CHEMBL2364649,MARGETUXIMAB,Black Box Warning,hepatotoxicity,,,,,United States
1540521,CHEMBL2364649,MARGETUXIMAB,Black Box Warning,dermatological toxicity,,,,,United States
1543312,CHEMBL2368861,BUPRENORPHINE HYDROCHLORIDE,Black Box Warning,respiratory toxicity,,,,,United States
1543312,CHEMBL2368861,BUPRENORPHINE HYDROCHLORIDE,Black Box Warning,misuse,,,,,United States
1543312,CHEMBL2368861,BUPRENORPHINE HYDROCHLORIDE,Black Box Warning,,,,,,United States
1279,CHEMBL24,ATENOLOL,Black Box Warning,cardiotoxicity,,,,,United States
404691,CHEMBL240597,CHENODIOL,Black Box Warning,hepatotoxicity,,,,,United States
31171,CHEMBL24072,PRENYLAMINE,Withdrawn,,Polymorphic Ventricular Tachycardia and Death,PATO:0001422,dead,1989.0,Worldwide
31171,CHEMBL24072,PRENYLAMINE,Withdrawn,cardiotoxicity,reports of polymorphic ventricular tachycardia,MONDO:0020575,polymorphic ventricular tachycardia,1989.0,Worldwide
31171,CHEMBL24072,PRENYLAMINE,Withdrawn,cardiotoxicity,Polymorphic Ventricular Tachycardia and Death,MONDO:0020575,polymorphic ventricular tachycardia,1989.0,Worldwide
1589794,CHEMBL2443262,OLICERIDINE,Black Box Warning,respiratory toxicity,,,,,United States
1589794,CHEMBL2443262,OLICERIDINE,Black Box Warning,misuse,,,,,United States
1590760,CHEMBL2448612,ERGOTAMINE TARTRATE,Black Box Warning,,,,,,United States
1590760,CHEMBL2448612,ERGOTAMINE TARTRATE,Withdrawn,vascular toxicity,"benefits from using this medicine no longer outweigh the risks of harm. Cafergot can cause serious effects on the heart and arteries, especially in older people",EFO:0011062,vascular toxicity,2019.0,New Zealand
1590760,CHEMBL2448612,ERGOTAMINE TARTRATE,Withdrawn,cardiotoxicity,"benefits from using this medicine no longer outweigh the risks of harm. Cafergot can cause serious effects on the heart and arteries, especially in older people",EFO:1001482,cardiotoxicity,2019.0,New Zealand
1590761,CHEMBL2448613,PIMAVANSERIN TARTRATE,Black Box Warning,,,,,,United States
408583,CHEMBL245807,OXYPHENISATINE,Withdrawn,hepatotoxicity,associated with hepatitis and jaundice,EFO:0011052,hepatotoxicity,1973.0,Germany; Italy; New Zealand; Belgium; Kuwait; Australia; Austria; Mauritius; Denmark; United Kingdom; Cuba; Spain; Netherlands; Cyprus; Norway; France; Japan; United States; Canada
408583,CHEMBL245807,OXYPHENISATINE,Withdrawn,hepatotoxicity,associated with hepatitis and jaundice,EFO:0004228,drug-induced liver injury,1973.0,Germany; Italy; New Zealand; Belgium; Kuwait; Australia; Austria; Mauritius; Denmark; United Kingdom; Cuba; Spain; Netherlands; Cyprus; Norway; France; Japan; United States; Canada
408583,CHEMBL245807,OXYPHENISATINE,Withdrawn,hepatotoxicity,associated with hepatitis and jaundice,HP:0012115,Hepatitis,1973.0,Germany; Italy; New Zealand; Belgium; Kuwait; Australia; Austria; Mauritius; Denmark; United Kingdom; Cuba; Spain; Netherlands; Cyprus; Norway; France; Japan; United States; Canada
408583,CHEMBL245807,OXYPHENISATINE,Withdrawn,hepatotoxicity,associated with hepatitis and jaundice,HP:0000952,Jaundice,1973.0,Germany; Italy; New Zealand; Belgium; Kuwait; Australia; Austria; Mauritius; Denmark; United Kingdom; Cuba; Spain; Netherlands; Cyprus; Norway; France; Japan; United States; Canada
33576,CHEMBL24828,VANDETANIB,Black Box Warning,cardiotoxicity,,,,,United States
421350,CHEMBL248702,DEXFENFLURAMINE,Withdrawn,respiratory toxicity,arterial pulmonary hypertension,EFO:0001361,pulmonary arterial hypertension,1997.0,Malaysia; India; European Union; United Kingdom; Saudi Arabia; United States; Canada; France; Brazil; Lithuania; Morocco
421350,CHEMBL248702,DEXFENFLURAMINE,Withdrawn,cardiotoxicity,Heart valve disorders,EFO:0009551,heart valve disease,1997.0,Malaysia; India; European Union; United Kingdom; Saudi Arabia; United States; Canada; France; Brazil; Lithuania; Morocco
27105,CHEMBL24944,TRIBROMSALAN,Withdrawn,dermatological toxicity,potent photosensitizer capable of causing disabling skin disorders,EFO:0020984,skin sensitization,1974.0,United States; Japan
27105,CHEMBL24944,TRIBROMSALAN,Withdrawn,dermatological toxicity,potent photosensitizer capable of causing disabling skin disorders,EFO:1000753,phototoxic dermatitis,1974.0,United States; Japan
27105,CHEMBL24944,TRIBROMSALAN,Withdrawn,dermatological toxicity,Photosensitivity reactions,EFO:0020984,skin sensitization,1974.0,United States; Japan
27105,CHEMBL24944,TRIBROMSALAN,Withdrawn,dermatological toxicity,Photosensitivity reactions,EFO:1000753,phototoxic dermatitis,1974.0,United States; Japan
27105,CHEMBL24944,TRIBROMSALAN,Withdrawn,dermatological toxicity,potent photosensitizer capable of causing disabling skin disorders,EFO:0000701,skin disease,1974.0,United States; Japan
418438,CHEMBL254857,FIPEXIDE,Withdrawn,hepatotoxicity,Hepatotoxicity,EFO:0011052,hepatotoxicity,1990.0,France
418438,CHEMBL254857,FIPEXIDE,Withdrawn,respiratory toxicity,"associated with pneumopathy, neuropsychological disorders and rare cases of agranulocytosis",EFO:0003818,lung disease,1990.0,France
418438,CHEMBL254857,FIPEXIDE,Withdrawn,neurotoxicity,"associated with pneumopathy, neuropsychological disorders and rare cases of agranulocytosis",HP:0011446,ABNORMALITY OF MENTAL FUNCTION,1990.0,France
418438,CHEMBL254857,FIPEXIDE,Withdrawn,psychiatric toxicity,"associated with pneumopathy, neuropsychological disorders and rare cases of agranulocytosis",HP:0011446,ABNORMALITY OF MENTAL FUNCTION,1990.0,France
418438,CHEMBL254857,FIPEXIDE,Withdrawn,hepatotoxicity,Hepatotoxicity,EFO:0004228,drug-induced liver injury,1990.0,France
418438,CHEMBL254857,FIPEXIDE,Withdrawn,hematological toxicity,"associated with pneumopathy, neuropsychological disorders and rare cases of agranulocytosis",HP:0012234,Agranulocytosis,1990.0,France
418485,CHEMBL255044,FLUPIRTINE,Withdrawn,hepatotoxicity,Risk of serious liver injury,EFO:0011052,hepatotoxicity,2018.0,European Union
418485,CHEMBL255044,FLUPIRTINE,Withdrawn,hepatotoxicity,Risk of serious liver injury,EFO:0004228,drug-induced liver injury,2018.0,European Union
437583,CHEMBL256907,MARAVIROC,Black Box Warning,hepatotoxicity,,,,,United States
431376,CHEMBL260538,ULIPRISTAL ACETATE,Withdrawn,hepatotoxicity,Serious drug-induced liver injury,EFO:0011052,hepatotoxicity,2020.0,Canada
431376,CHEMBL260538,ULIPRISTAL ACETATE,Withdrawn,hepatotoxicity,Serious drug-induced liver injury,EFO:0004228,drug-induced liver injury,2020.0,Canada
70140,CHEMBL262777,VANCOMYCIN,Black Box Warning,teratogenicity,,,,,United States
8873,CHEMBL267345,AMPHOTERICIN B,Black Box Warning,,,,,,United States
2819,CHEMBL267744,TICRYNAFEN,Withdrawn,hepatotoxicity,Liver Toxicity and Death,EFO:0004228,drug-induced liver injury,1980.0,France; United States; United Kingdom; Germany; Philippines
2819,CHEMBL267744,TICRYNAFEN,Withdrawn,hepatotoxicity,Liver Toxicity and Death,EFO:0011052,hepatotoxicity,1980.0,France; United States; United Kingdom; Germany; Philippines
2819,CHEMBL267744,TICRYNAFEN,Withdrawn,hepatotoxicity,Liver Toxicity and Death,PATO:0001422,dead,1980.0,France; United States; United Kingdom; Germany; Philippines
2819,CHEMBL267744,TICRYNAFEN,Withdrawn,hepatotoxicity,deaths due to liver dysfunction,PATO:0001422,dead,1980.0,France; United States; United Kingdom; Germany; Philippines
2819,CHEMBL267744,TICRYNAFEN,Withdrawn,hepatotoxicity,deaths due to liver dysfunction,EFO:0004228,drug-induced liver injury,1980.0,France; United States; United Kingdom; Germany; Philippines
2819,CHEMBL267744,TICRYNAFEN,Withdrawn,hepatotoxicity,deaths due to liver dysfunction,EFO:0011052,hepatotoxicity,1980.0,France; United States; United Kingdom; Germany; Philippines
2819,CHEMBL267744,TICRYNAFEN,Withdrawn,hepatotoxicity,Liver Toxicity,EFO:0004228,drug-induced liver injury,1980.0,France; United States; United Kingdom; Germany; Philippines
2819,CHEMBL267744,TICRYNAFEN,Withdrawn,hepatotoxicity,Liver Toxicity,EFO:0011052,hepatotoxicity,1980.0,France; United States; United Kingdom; Germany; Philippines
2366,CHEMBL267894,AMOBARBITAL,Withdrawn,drug misuse,Self-Poisonings,EFO:0008546,poisoning,1980.0,Norway; Sweden
2366,CHEMBL267894,AMOBARBITAL,Withdrawn,drug misuse,Fatal intoxications and abuse,MONDO:0002491,substance abuse,1980.0,Norway; Sweden
2198,CHEMBL268164,CYCLOBARBITAL,Withdrawn,drug misuse,Self-poisonings,EFO:0008546,poisoning,1980.0,Norway
2516,CHEMBL268869,SULFAMETHOXYPYRIDAZINE,Withdrawn,,adverse reactions and low sales,EFO:0009658,adverse effect,1984.0,Sweden
9953,CHEMBL269644,ACETANILIDE,Withdrawn,hematological toxicity,Aplastic anaemia,HP:0001915,Aplastic anemia,1971.0,Japan
435293,CHEMBL270190,ALVIMOPAN,Black Box Warning,cardiotoxicity,,,,,United States
435293,CHEMBL270190,ALVIMOPAN,Black Box Warning,psychiatric toxicity,,,,,United States
37260,CHEMBL27193,DILEVALOL,Withdrawn,hepatotoxicity,Evidence of isolated cases of liver toxicity,EFO:0011052,hepatotoxicity,1990.0,Worldwide
37260,CHEMBL27193,DILEVALOL,Withdrawn,hepatotoxicity,Evidence of isolated cases of liver toxicity,EFO:0004228,drug-induced liver injury,1990.0,Worldwide
16580,CHEMBL276520,INDALPINE,Withdrawn,hematological toxicity,Agranulocytosis,HP:0012234,Agranulocytosis,1985.0,France
16580,CHEMBL276520,INDALPINE,Withdrawn,hematological toxicity,agranulocytosis and severe neutropenia,HP:0012234,Agranulocytosis,1985.0,France
16580,CHEMBL276520,INDALPINE,Withdrawn,hematological toxicity,agranulocytosis and severe neutropenia,MONDO:0001475,neutropenia,1985.0,France
33583,CHEMBL278819,MINAPRINE,Withdrawn,neurotoxicity,Convulsions,HP:0001250,Seizure,1996.0,France
22572,CHEMBL282052,METHAQUALONE,Withdrawn,drug misuse,Overdose,EFO:0020911,overdose,1984.0,United States
23417,CHEMBL282724,SITAXENTAN,Withdrawn,hepatotoxicity,Hepatotoxicity,EFO:0004228,drug-induced liver injury,2010.0,Worldwide
23417,CHEMBL282724,SITAXENTAN,Withdrawn,hepatotoxicity,Hepatotoxicity,EFO:0011052,hepatotoxicity,2010.0,Worldwide
23417,CHEMBL282724,SITAXENTAN,Withdrawn,hepatotoxicity,Risk of acute liver failure,EFO:0004228,drug-induced liver injury,2010.0,Worldwide
23417,CHEMBL282724,SITAXENTAN,Withdrawn,hepatotoxicity,Risk of acute liver failure,EFO:0011052,hepatotoxicity,2010.0,Worldwide
35538,CHEMBL28318,PROPYPHENAZONE,Withdrawn,,severe adverse reactions,EFO:0009658,adverse effect,1986.0,Turkey
49847,CHEMBL285674,ESTAZOLAM,Black Box Warning,,,,,,United States
60246,CHEMBL288470,AMINOPYRINE,Withdrawn,,Adverse effects,EFO:0009658,adverse effect,1965.0,France; United States; United Kingdom; Germany; Australia; Sweden; Philippines; Turkey; Kuwait; Denmark; Finland; Switzerland; India; Ethiopia; Venezuela; Chile; Republic of Korea; Japan; Rwanda; Mauritius
60246,CHEMBL288470,AMINOPYRINE,Withdrawn,hematological toxicity,Bone marrow depression and fatal agranulocytosis,HP:0012234,Agranulocytosis,1965.0,France; United States; United Kingdom; Germany; Australia; Sweden; Philippines; Turkey; Kuwait; Denmark; Finland; Switzerland; India; Ethiopia; Venezuela; Chile; Republic of Korea; Japan; Rwanda; Mauritius
60246,CHEMBL288470,AMINOPYRINE,Withdrawn,hematological toxicity,Agranulocytosis,HP:0012234,Agranulocytosis,1965.0,France; United States; United Kingdom; Germany; Australia; Sweden; Philippines; Turkey; Kuwait; Denmark; Finland; Switzerland; India; Ethiopia; Venezuela; Chile; Republic of Korea; Japan; Rwanda; Mauritius
60246,CHEMBL288470,AMINOPYRINE,Withdrawn,carcinogenicity,Potential to produce carcinogenic nitrosamines,EFO:0011046,carcinogenicity,1965.0,France; United States; United Kingdom; Germany; Australia; Sweden; Philippines; Turkey; Kuwait; Denmark; Finland; Switzerland; India; Ethiopia; Venezuela; Chile; Republic of Korea; Japan; Rwanda; Mauritius
60246,CHEMBL288470,AMINOPYRINE,Withdrawn,hematological toxicity,Serious side effects such as bone marrow depression and agranulocytosis,EFO:0007053,myelosuppression,1965.0,France; United States; United Kingdom; Germany; Australia; Sweden; Philippines; Turkey; Kuwait; Denmark; Finland; Switzerland; India; Ethiopia; Venezuela; Chile; Republic of Korea; Japan; Rwanda; Mauritius
46656,CHEMBL290106,BITHIONOL,Withdrawn,dermatological toxicity,shown to be a potent photosensitizer with the potential to cause serious skin disorders,EFO:1000753,phototoxic dermatitis,1967.0,United States; Japan
46656,CHEMBL290106,BITHIONOL,Withdrawn,dermatological toxicity,shown to be a potent photosensitizer with the potential to cause serious skin disorders,EFO:0000701,skin disease,1967.0,United States; Japan
46656,CHEMBL290106,BITHIONOL,Withdrawn,dermatological toxicity,shown to be a potent photosensitizer with the potential to cause serious skin disorders,EFO:0020984,skin sensitization,1967.0,United States; Japan
46656,CHEMBL290106,BITHIONOL,Withdrawn,dermatological toxicity,Dermatologic Toxicity,EFO:1000753,phototoxic dermatitis,1967.0,United States; Japan
46656,CHEMBL290106,BITHIONOL,Withdrawn,dermatological toxicity,Dermatologic Toxicity,EFO:0000701,skin disease,1967.0,United States; Japan
46656,CHEMBL290106,BITHIONOL,Withdrawn,dermatological toxicity,Photosensitivity reactions,EFO:0020984,skin sensitization,1967.0,United States; Japan
46656,CHEMBL290106,BITHIONOL,Withdrawn,dermatological toxicity,Photosensitivity reactions,EFO:1000753,phototoxic dermatitis,1967.0,United States; Japan
88648,CHEMBL291338,"3,3',4',5-TETRACHLOROSALICYLANILIDE",Withdrawn,dermatological toxicity,potent photosensitizers and can cause disabling skin disorders,EFO:1000753,phototoxic dermatitis,1975.0,United States
88648,CHEMBL291338,"3,3',4',5-TETRACHLOROSALICYLANILIDE",Withdrawn,dermatological toxicity,potent photosensitizers and can cause disabling skin disorders,EFO:0020984,skin sensitization,1975.0,United States
88648,CHEMBL291338,"3,3',4',5-TETRACHLOROSALICYLANILIDE",Withdrawn,dermatological toxicity,Photosensitivity reactions,EFO:1000753,phototoxic dermatitis,1976.0,Japan
88648,CHEMBL291338,"3,3',4',5-TETRACHLOROSALICYLANILIDE",Withdrawn,dermatological toxicity,Photosensitivity reactions,EFO:0020984,skin sensitization,1976.0,Japan
66831,CHEMBL295124,BERBERINE,Withdrawn,hepatotoxicity,"Jaundice, haemolytic anemia and kernicterus with brain damage in infants with glucose 6-phosphate dehydrogenase deficiency who were exposed either in utero or post-natally",HP:0000952,Jaundice,1978.0,Singapore
