drug_internal_id,drug_id,drug_name,mechanism_id,mechanism_of_action,action_type,target_internal_id,target_id,target_name,direct_interaction,molecular_mechanism,disease_efficacy,mechanism_comment,selectivity_comment
328137,CHEMBL193482,ESTRIOL,7533,Estrogen receptor modulator,MODULATOR,104682.0,CHEMBL2093866,Estrogen receptor,1,1,1,,
23745,CHEMBL19449,IBUDILAST,7569,Phosphodiesterase 4 inhibitor,INHIBITOR,104679.0,CHEMBL2093863,Phosphodiesterase 4,1,1,1,,Also active against PDE11.
23745,CHEMBL19449,IBUDILAST,7572,Phosphodiesterase 3A inhibitor,INHIBITOR,170.0,CHEMBL241,"cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A",1,1,1,,Also active against PDE11.
23745,CHEMBL19449,IBUDILAST,7583,Phosphodiesterase 10A inhibitor,INHIBITOR,100010.0,CHEMBL4409,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",1,1,1,,Also active against PDE11.
23745,CHEMBL19449,IBUDILAST,7584,Phosphodiesterase 5A inhibitor,INHIBITOR,3.0,CHEMBL1827,"cGMP-specific 3',5'-cyclic phosphodiesterase",1,1,1,,Also active against PDE11.
1277553,CHEMBL1946170,REGORAFENIB,303,Tyrosine-protein kinase ABL inhibitor,INHIBITOR,8.0,CHEMBL1862,Tyrosine-protein kinase ABL1,1,1,1,,
1277553,CHEMBL1946170,REGORAFENIB,387,Serine/threonine-protein kinase RAF inhibitor,INHIBITOR,10904.0,CHEMBL1906,RAF proto-oncogene serine/threonine-protein kinase,1,1,1,,
1277553,CHEMBL1946170,REGORAFENIB,448,Stem cell growth factor receptor inhibitor,INHIBITOR,238.0,CHEMBL1936,Mast/stem cell growth factor receptor Kit,1,1,1,,
1277553,CHEMBL1946170,REGORAFENIB,951,Fibroblast growth factor receptor 1 inhibitor,INHIBITOR,10266.0,CHEMBL3650,Fibroblast growth factor receptor 1,1,1,1,,
1277553,CHEMBL1946170,REGORAFENIB,962,MAP kinase p38 beta inhibitor,INHIBITOR,10120.0,CHEMBL3961,Mitogen-activated protein kinase 11,1,1,1,,
1277553,CHEMBL1946170,REGORAFENIB,970,Fibroblast growth factor receptor 2 inhibitor,INHIBITOR,10264.0,CHEMBL4142,Fibroblast growth factor receptor 2,1,1,1,,
1277553,CHEMBL1946170,REGORAFENIB,972,Tyrosine-protein kinase FRK inhibitor,INHIBITOR,30012.0,CHEMBL4223,Tyrosine-protein kinase FRK,1,1,1,,
1277553,CHEMBL1946170,REGORAFENIB,991,Discoidin domain-containing receptor 2 inhibitor,INHIBITOR,101079.0,CHEMBL5122,Discoidin domain-containing receptor 2,1,1,1,,
1277553,CHEMBL1946170,REGORAFENIB,993,Serine/threonine-protein kinase B-raf inhibitor,INHIBITOR,100126.0,CHEMBL5145,Serine/threonine-protein kinase B-raf,1,1,1,,Also active against BRAFV600E
1277553,CHEMBL1946170,REGORAFENIB,1033,Tyrosine-protein kinase TIE-2 inhibitor,INHIBITOR,12913.0,CHEMBL4128,Angiopoietin-1 receptor,1,1,1,,
1277553,CHEMBL1946170,REGORAFENIB,1117,Platelet-derived growth factor receptor inhibitor,INHIBITOR,104773.0,CHEMBL2095189,Platelet-derived growth factor receptor,1,1,1,,
1277553,CHEMBL1946170,REGORAFENIB,1268,Vascular endothelial growth factor receptor inhibitor,INHIBITOR,104799.0,CHEMBL2095227,Vascular endothelial growth factor receptor,1,1,1,,
1277553,CHEMBL1946170,REGORAFENIB,1516,Tyrosine-protein kinase receptor RET inhibitor,INHIBITOR,100079.0,CHEMBL2041,Proto-oncogene tyrosine-protein kinase receptor Ret,1,1,1,,
1277553,CHEMBL1946170,REGORAFENIB,8645,Ephrin type-A receptor 2 inhibitor,INHIBITOR,30008.0,CHEMBL2068,Ephrin type-A receptor 2,1,1,1,,
1277553,CHEMBL1946170,REGORAFENIB,8646,Nerve growth factor receptor Trk-A inhibitor,INHIBITOR,11902.0,CHEMBL2815,High affinity nerve growth factor receptor,1,1,1,,
1280054,CHEMBL1951071,ARFORMOTEROL TARTRATE,1342,Beta-2 adrenergic receptor agonist,AGONIST,43.0,CHEMBL210,Beta-2 adrenergic receptor,1,1,1,Long acting,
1280078,CHEMBL1951095,ERAVACYCLINE,9810,Bacterial 70S ribosome inhibitor,INHIBITOR,105830.0,CHEMBL2363135,Bacterial 70S ribosome,1,1,1,Inhibits bacterial protein synthesis.,"Indicated for infections caused by Escherichia coli, Klebsiella pneumoniae, Citrobacter freundii, Enterobacter cloacae, Klebsiella oxytoca, Enterococcus faecalis, Enterococcus faecium, Staphylococcus aureus, Streptococcus anginosus group, Clostridium perfringens, Bacteroides species and Parabacteroides distasonis. Active in vitro against additional organisms but clinical signficance unknown. "
443348,CHEMBL196,ASCORBIC ACID,7472,Supplement,,,,,1,1,1,Provides a source of ascorbic acid and restores depleted ascorbic acid resources.,
1285392,CHEMBL1963681,AVANAFIL,188,Phosphodiesterase 5A inhibitor,INHIBITOR,3.0,CHEMBL1827,"cGMP-specific 3',5'-cyclic phosphodiesterase",1,1,1,,
1285394,CHEMBL1963683,TAFLUPROST,641,Prostanoid FP receptor agonist,AGONIST,140.0,CHEMBL1987,Prostaglandin F2-alpha receptor,1,1,1,,
1285395,CHEMBL1963684,PEGINESATIDE ACETATE,123,Erythropoietin receptor agonist,AGONIST,201.0,CHEMBL1817,Erythropoietin receptor,1,1,1,,
1285396,CHEMBL1963685,LUCINACTANT,2112,Surfactant agent,,,,,1,1,1,Replaces endogenous surfactant in case of deficiency; endogenous pulmonary surfactant lower surface tension at the air-liquid of the alveolar surfaces,
1285397,CHEMBL1964120,TALIGLUCERASE ALFA,2079,Glucocerebroside hydrolytic enzyme,HYDROLYTIC ENZYME,106155.0,CHEMBL2364176,Glucocerebroside,1,1,1,Given in cases of gaucher disease to overcome a deficiency of beta-glucocerebrosidase activity. Imiglucerase catalyses the hydrolysis of glucocerebroside to glucose and ceramide,
1298870,CHEMBL1977579,STREPTOZOCIN,1848,DNA inhibitor,INHIBITOR,105574.0,CHEMBL2311221,DNA,1,1,1,,
1304559,CHEMBL1983268,ENTRECTINIB,7454,Neurotrophic tyrosine kinase receptor inhibitor,INHIBITOR,109739.0,CHEMBL3559684,Neurotrophic tyrosine kinase receptor,1,1,1,"TRK, ROS1, or ALK kinase fusion proteins can cause abherrent signalling and cell proliferation. 
Entrectinib demonstrated in vitro and in vivo inhibition of cancer cell lines harboring NTRK, ROS1, and ALK fusion genes. ","Inhibits the TRK, ROS1 and ALK kinases at 0.1 to 2 nM. Active against the JAK2 and TNK2 kinases with IC50 values > 5 nM."
1304559,CHEMBL1983268,ENTRECTINIB,7455,Proto-oncogene tyrosine-protein kinase ROS inhibitor,INHIBITOR,101019.0,CHEMBL5568,Proto-oncogene tyrosine-protein kinase ROS,1,1,1,"TRK, ROS1, or ALK kinase fusion proteins can cause abherrent signalling and cell proliferation. 
Entrectinib demonstrated in vitro and in vivo inhibition of cancer cell lines harboring NTRK, ROS1, and ALK fusion genes. ","Inhibits the TRK, ROS1 and ALK kinases at 0.1 to 2 nM. Active against the JAK2 and TNK2 kinases with IC50 values > 5 nM."
1304559,CHEMBL1983268,ENTRECTINIB,7456,ALK tyrosine kinase receptor inhibitor,INHIBITOR,100417.0,CHEMBL4247,ALK tyrosine kinase receptor,1,1,1,"TRK, ROS1, or ALK kinase fusion proteins can cause abherrent signalling and cell proliferation. 
Entrectinib demonstrated in vitro and in vivo inhibition of cancer cell lines harboring NTRK, ROS1, and ALK fusion genes. ","Inhibits the TRK, ROS1 and ALK kinases at 0.1 to 2 nM. Active against the JAK2 and TNK2 kinases with IC50 values > 5 nM."
328601,CHEMBL198362,RIVAROXABAN,1375,Coagulation factor X inhibitor,INHIBITOR,194.0,CHEMBL244,Coagulation factor X,1,1,1,,
1125,CHEMBL20,ACETAZOLAMIDE,17,Carbonic anhydrase I inhibitor,INHIBITOR,10193.0,CHEMBL261,Carbonic anhydrase 1,1,1,1,Expressed in eye,
1125,CHEMBL20,ACETAZOLAMIDE,92,Carbonic anhydrase II inhibitor,INHIBITOR,15.0,CHEMBL205,Carbonic anhydrase 2,1,1,1,Expressed in eye,
1125,CHEMBL20,ACETAZOLAMIDE,928,Carbonic anhydrase XII inhibitor,INHIBITOR,12209.0,CHEMBL3242,Carbonic anhydrase 12,1,1,1,Expressed in eye,
1125,CHEMBL20,ACETAZOLAMIDE,959,Carbonic anhydrase IV inhibitor,INHIBITOR,12896.0,CHEMBL3729,Carbonic anhydrase 4,1,1,1,Expressed in eye,
1326477,CHEMBL2005186,BELUMOSUDIL,8779,Rho-associated protein kinase 2 inhibitor,INHIBITOR,11149.0,CHEMBL2973,Rho-associated protein kinase 2,1,1,1,,Also active against ROCK1 but higher potency against ROCK2
1328912,CHEMBL2007641,PERTUZUMAB,128,Receptor protein-tyrosine kinase erbB-2 inhibitor,INHIBITOR,188.0,CHEMBL1824,Receptor tyrosine-protein kinase erbB-2,1,1,1,,
1330340,CHEMBL2009089,SELENIOUS ACID,7756,Supplement,,,,,1,1,1,Nutritional supplement.,
1331852,CHEMBL2010601,IVACAFTOR,965,Cystic fibrosis transmembrane conductance regulator positive modulator,POSITIVE MODULATOR,11540.0,CHEMBL4051,Cystic fibrosis transmembrane conductance regulator,1,1,1,,
1335827,CHEMBL2018096,IPRAGLIFLOZIN,8219,Sodium/glucose cotransporter 2 inhibitor,INHIBITOR,20092.0,CHEMBL3884,Sodium/glucose cotransporter 2,1,1,1,,
1337005,CHEMBL2021430,DEXAMETHASONE SODIUM PHOSPHATE,780,Glucocorticoid receptor agonist,AGONIST,25.0,CHEMBL2034,Glucocorticoid receptor,1,1,1,,
1339278,CHEMBL2023895,HYDROXYSTILBAMIDINE ISETHIONATE,1884,DNA inhibitor,INHIBITOR,105574.0,CHEMBL2311221,DNA,1,1,1,,
1339278,CHEMBL2023895,HYDROXYSTILBAMIDINE ISETHIONATE,1896,RNA inhibitor,INHIBITOR,105575.0,CHEMBL2311222,RNA,1,1,1,,
1339907,CHEMBL2024517,CARIPRAZINE HYDROCHLORIDE,2402,Dopamine D3 receptor modulator,MODULATOR,130.0,CHEMBL234,D(3) dopamine receptor,1,1,1,Mixed antagonist/partial agonist,
1339907,CHEMBL2024517,CARIPRAZINE HYDROCHLORIDE,2403,Dopamine D2 receptor modulator,MODULATOR,72.0,CHEMBL217,D(2) dopamine receptor,1,1,1,Mixed antagonist/partial agonist,
1341084,CHEMBL2028852,ICATIBANT ACETATE,925,Bradykinin B2 receptor antagonist,ANTAGONIST,10034.0,CHEMBL3157,B2 bradykinin receptor,1,1,1,,
1341219,CHEMBL2028987,DEGARELIX ACETATE,259,Gonadotropin-releasing hormone receptor antagonist,ANTAGONIST,118.0,CHEMBL1855,Gonadotropin-releasing hormone receptor,1,1,1,,
341064,CHEMBL203321,BRINCIDOFOVIR,8890,DNA polymerase inhibitor,INHIBITOR,117246.0,CHEMBL3988586,DNA polymerase,1,1,1,,
1344709,CHEMBL2035187,PACRITINIB,5328,Tyrosine-protein kinase JAK2 inhibitor,INHIBITOR,10938.0,CHEMBL2971,Tyrosine-protein kinase JAK2,1,1,1,,
1344709,CHEMBL2035187,PACRITINIB,5329,Tyrosine-protein kinase receptor FLT3 inhibitor,INHIBITOR,12670.0,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,1,1,1,,
1347273,CHEMBL2040682,CICLESONIDE,809,Glucocorticoid receptor agonist,AGONIST,25.0,CHEMBL2034,Glucocorticoid receptor,1,1,1,,
1349878,CHEMBL2043437,GLASDEGIB,4887,Smoothened homolog antagonist,ANTAGONIST,101400.0,CHEMBL5971,Protein smoothened,1,1,1,Inhibits smoothened which is involved in hedgehog pathway signalling and inhibited tumor growth in a mouse model.,
340684,CHEMBL204656,ELVITEGRAVIR,945,Human immunodeficiency virus type 1 integrase inhibitor,INHIBITOR,12456.0,CHEMBL3471,Human immunodeficiency virus type 1 integrase,1,1,1,HIV-1 integrase strand transfer inhibitor,
1351456,CHEMBL2048028,LIFITEGRAST,5769,Integrin alpha-L/beta-2 (LFA-1) antagonist,ANTAGONIST,106151.0,CHEMBL2364172,Integrin alpha-L/beta-2 (LFA-1),1,1,1,,
1355754,CHEMBL2062163,PHENDIMETRAZINE TARTRATE,701,Dopamine transporter inhibitor,INHIBITOR,155.0,CHEMBL238,Sodium-dependent dopamine transporter,1,1,1,,
1355754,CHEMBL2062163,PHENDIMETRAZINE TARTRATE,916,Norepinephrine transporter inhibitor,INHIBITOR,100.0,CHEMBL222,Sodium-dependent noradrenaline transporter,1,1,1,,
1355853,CHEMBL2062262,METARAMINOL BITARTRATE,1164,Adrenergic receptor alpha-1 agonist,AGONIST,104723.0,CHEMBL2094251,Adrenergic receptor alpha-1,1,1,1,,
1355855,CHEMBL2062264,PHENYLEPHRINE BITARTRATE,1159,Adrenergic receptor alpha-1 agonist,AGONIST,104723.0,CHEMBL2094251,Adrenergic receptor alpha-1,1,1,1,,
1355857,CHEMBL2062266,DIHYDROCODEINE BITARTRATE,721,Mu opioid receptor agonist,AGONIST,129.0,CHEMBL233,Mu-type opioid receptor,1,1,1,,
1355867,CHEMBL2062276,LEVALLORPHAN TARTRATE,734,Mu opioid receptor antagonist,ANTAGONIST,129.0,CHEMBL233,Mu-type opioid receptor,1,1,1,,
1355867,CHEMBL2062276,LEVALLORPHAN TARTRATE,1314,Kappa opioid receptor partial agonist,PARTIAL AGONIST,137.0,CHEMBL237,Kappa-type opioid receptor,1,1,1,,
1355926,CHEMBL2062335,METOPROLOL TARTRATE,328,Beta-1 adrenergic receptor antagonist,ANTAGONIST,50.0,CHEMBL213,Beta-1 adrenergic receptor,1,1,1,,
341603,CHEMBL206253,NETUPITANT,2312,Neurokinin 1 receptor antagonist,ANTAGONIST,250.0,CHEMBL249,Substance-P receptor,1,1,1,,
1356484,CHEMBL2063090,GRAZOPREVIR ANHYDROUS,5511,"Hepatitis C virus serine protease, NS3/NS4A inhibitor",INHIBITOR,104803.0,CHEMBL2095231,"Hepatitis C virus serine protease, NS3/NS4A",1,1,1,,
1357436,CHEMBL2064032,VONOPRAZAN FUMARATE,7615,Potassium-transporting ATPase inhibitor,INHIBITOR,104758.0,CHEMBL2095173,Potassium-transporting ATPase,1,1,1,,"Inhibits human muscarine M1, M2, and M3 receptors, rat L-type calcium channel, rat sodium channel, rat serotonin 5-HT2 receptor, and guinea-pig sigma receptor by ≥50% but at concentrations higher than the Cmax."
1359038,CHEMBL2068724,ACAMPROSATE CALCIUM,1127,Glutamate [NMDA] receptor antagonist,ANTAGONIST,104706.0,CHEMBL2094124,Glutamate [NMDA] receptor,1,1,1,,
1359038,CHEMBL2068724,ACAMPROSATE CALCIUM,1606,GABA-A receptor; anion channel positive modulator,POSITIVE MODULATOR,104688.0,CHEMBL2093872,GABA-A receptor; anion channel,1,1,1,,
1360388,CHEMBL2070241,BREMELANOTIDE,5407,Melanocortin receptor 4 agonist,AGONIST,10142.0,CHEMBL259,Melanocortin receptor 4,1,1,1,"Alpha-MSH analogue. Binds MC1R, MC3R, MC4R and MC5R but most potent against MC1R and MC4R. MC4R is expressed on neurons in the central nervous system and likely to be involved in efficacy. MC3R may also be involved, but role poorly understood.",
348726,CHEMBL207538,BREXANOLONE,7366,GABA-A receptor; anion channel positive allosteric modulator,POSITIVE ALLOSTERIC MODULATOR,104688.0,CHEMBL2093872,GABA-A receptor; anion channel,1,1,1,"Mechanism of action not fully elucidated. Activity against alpha-1/beta-2/gamma-2, alpha-4/beta-3/delta and alpha-6/beta-3/delta in vitro.",
1363818,CHEMBL2079587,STANOZOLOL,1323,Androgen Receptor agonist,AGONIST,56.0,CHEMBL1871,Androgen receptor,1,1,1,,
1364024,CHEMBL2079793,PENCICLOVIR SODIUM,1469,Human herpesvirus 1 DNA polymerase inhibitor,INHIBITOR,27.0,CHEMBL1872,DNA polymerase catalytic subunit,1,1,1,,
1369602,CHEMBL2095206,BOSUTINIB MONOHYDRATE,8632,Bcr/Abl fusion protein inhibitor,INHIBITOR,104811.0,CHEMBL2096618,Bcr/Abl fusion protein,1,1,1,,
1369604,CHEMBL2095208,COBICISTAT,1394,Cytochrome P450 3A inhibitor,INHIBITOR,106175.0,CHEMBL2364675,Cytochrome P450 3A,1,1,1,,
1369607,CHEMBL2095211,LORCASERIN HYDROCHLORIDE,615,Serotonin 2c (5-HT2c) receptor agonist,AGONIST,108.0,CHEMBL225,5-hydroxytryptamine receptor 2C,1,1,1,,
1369608,CHEMBL2095212,MIRABEGRON,961,Beta-3 adrenergic receptor agonist,AGONIST,226.0,CHEMBL246,Beta-3 adrenergic receptor,1,1,1,,
1369610,CHEMBL2095222,OCRIPLASMIN,938,Fibronectin proteolytic enzyme,PROTEOLYTIC ENZYME,17040.0,CHEMBL3810,Fibronectin,1,1,1,It's a recombinant truncated form of human plasmin with proteolytic activity against protein components of the vitreous body and the vitreoretinal interface,
1369610,CHEMBL2095222,OCRIPLASMIN,1427,Laminin hydrolytic enzyme,HYDROLYTIC ENZYME,106166.0,CHEMBL2364187,Laminin,1,1,1,It's a recombinant truncated form of human plasmin with proteolytic activity against protein components of the vitreous body and the vitreoretinal interface,
1369610,CHEMBL2095222,OCRIPLASMIN,1429,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME,106167.0,CHEMBL2364188,Collagen,1,1,1,It's a recombinant truncated form of human plasmin with proteolytic activity against protein components of the vitreous body and the vitreoretinal interface,
1369638,CHEMBL2096629,PRUSSIAN BLUE INSOLUBLE,2203,Radioactive metals chelating agent,CHELATING AGENT,106210.0,CHEMBL2366037,Radioactive metals,1,1,1,Scavenge of radioactive and non-radioactive cesium and thalium,
1369640,CHEMBL2096631,CLORAZEPATE DIPOTASSIUM,1589,GABA-A receptor; anion channel positive allosteric modulator,POSITIVE ALLOSTERIC MODULATOR,104688.0,CHEMBL2093872,GABA-A receptor; anion channel,1,1,1,,
1369642,CHEMBL2096633,MAGNESIUM TRISILICATE,8214,Neutralises acid,,,,,1,1,1,,
1369643,CHEMBL2096634,SODIUM CHROMATE CR 51,8477,Radiopharmaceutical,,,,,1,1,1,,
1369648,CHEMBL2096639,BACITRACIN ZINC,1819,C55-isoprenyl pyrophosphate inhibitor,INHIBITOR,106015.0,CHEMBL2364036,C55-isoprenyl pyrophosphate,1,1,1,,
1369651,CHEMBL2096642,INAMRINONE LACTATE,1379,Phosphodiesterase 3A inhibitor,INHIBITOR,170.0,CHEMBL241,"cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A",1,1,1,,
1369655,CHEMBL2096646,AMINOSALICYLATE SODIUM,7410,Dihydrofolate reductase inhibitor,INHIBITOR,102873.0,CHEMBL6065,Dihydrofolate reductase,1,1,1,"PAS is incorporated into the folate pathway by dihydropteroate synthase (DHPS) and dihydrofolate synthase (DHFS) to generate a hydroxyl dihydrofolate antimetabolite, which in turn inhibits DHFR enzymatic activity. Mechanism in Crohn's disease/ulcerative colitis may be through PPAR-gamma/NF-kappa-B inhibition",
1369656,CHEMBL2096647,LANTHANUM CARBONATE,2391,Phosphate sequestering agent,SEQUESTERING AGENT,106163.0,CHEMBL2364184,Phosphate,1,1,1,,
1369660,CHEMBL2096651,MANGAFODIPIR TRISODIUM,9849,Diagnostic,,,,,1,1,1,,
1159,CHEMBL21,SULFANILAMIDE,1648,Bacterial dihydropteroate synthase inhibitor,INHIBITOR,106168.0,CHEMBL2364668,Dihydropteroate synthase,1,1,1,,Broad spectrum
1376005,CHEMBL2103735,CETRORELIX ACETATE,255,Gonadotropin-releasing hormone receptor antagonist,ANTAGONIST,118.0,CHEMBL1855,Gonadotropin-releasing hormone receptor,1,1,1,,
1376006,CHEMBL2103736,FENOPROFEN CALCIUM,1177,Cyclooxygenase inhibitor,INHIBITOR,104725.0,CHEMBL2094253,Cyclooxygenase,1,1,1,,
1376007,CHEMBL2103737,HYDROXOCOBALAMIN,9702,Cyanide sequestering agent,SEQUESTERING AGENT,120005.0,CHEMBL4632347,Cyanide,1,1,1,,
1376008,CHEMBL2103738,LITHIUM CITRATE,62,Inositol-1(or 4)-monophosphatase 1 inhibitor,INHIBITOR,111.0,CHEMBL1786,Inositol monophosphatase 1,1,1,1,,
1376008,CHEMBL2103738,LITHIUM CITRATE,1114,Glycogen synthase kinase-3 inhibitor,INHIBITOR,104772.0,CHEMBL2095188,Glycogen synthase kinase-3,1,1,1,,
1376009,CHEMBL2103739,EMEDASTINE DIFUMARATE,173,Histamine H1 receptor antagonist,ANTAGONIST,127.0,CHEMBL231,Histamine H1 receptor,1,1,1,,
1376011,CHEMBL2103741,LEVOTHYROXINE SODIUM,1304,Thyroid hormone receptor agonist,AGONIST,104987.0,CHEMBL2111462,Thyroid hormone receptor,1,1,1,,
1376012,CHEMBL2103742,MANGANESE SULFATE,9194,Supplement,,,,,1,1,1,,
1376013,CHEMBL2103743,TOFACITINIB CITRATE,1565,Janus Kinase (JAK) inhibitor,INHIBITOR,105757.0,CHEMBL2363062,Janus Kinase (JAK),1,1,1,,
1376014,CHEMBL2103744,MORPHINE SULFATE,714,Mu opioid receptor agonist,AGONIST,129.0,CHEMBL233,Mu-type opioid receptor,1,1,1,,
1376054,CHEMBL2103784,COSYNTROPIN,494,Melanocortin receptor 2 agonist,AGONIST,154.0,CHEMBL1965,Adrenocorticotropic hormone receptor,1,1,1,,
1376065,CHEMBL2103795,AZILSARTAN KAMEDOXOMIL,219,Type-1 angiotensin II receptor antagonist,ANTAGONIST,115.0,CHEMBL227,Type-1 angiotensin II receptor,1,1,1,,Selective
1376070,CHEMBL2103800,COLESTILAN CHLORIDE,5587,Phosphate sequestering agent,SEQUESTERING AGENT,106163.0,CHEMBL2364184,Phosphate,1,1,1,"Acts in the GI tract as a non-calcium, non-metallic phosphate binder",
1376072,CHEMBL2103802,DAPAGLIFLOZIN PROPANEDIOL,2394,Sodium/glucose cotransporter 2 inhibitor,INHIBITOR,20092.0,CHEMBL3884,Sodium/glucose cotransporter 2,1,1,1,,
1376092,CHEMBL2103822,TASIMELTEON,2269,Melatonin receptor agonist,AGONIST,104733.0,CHEMBL2094268,Melatonin receptor,1,1,1,,
1376097,CHEMBL2103827,DROXIDOPA,2267,Adrenergic receptor agonist,AGONIST,105670.0,CHEMBL2331074,Adrenergic receptor,1,1,1,,
1376100,CHEMBL2103830,FOSTAMATINIB,5323,Tyrosine-protein kinase SYK inhibitor,INHIBITOR,10906.0,CHEMBL2599,Tyrosine-protein kinase SYK,1,1,1,Prodrug - active metabolite is R-406,
1376107,CHEMBL2103837,TAFAMIDIS,5605,Transthyretin stabiliser,STABILISER,12704.0,CHEMBL3194,Transthyretin,1,1,1,"Binds TTR with negative cooperativity and kinetically stabilizes WT-TTR and amyloidogenic mutant homotetramers under denaturing and physiologic conditions, inhibiting amyloidogenesis.",
1376114,CHEMBL2103844,PIXANTRONE DIMALEATE,5608,DNA cross-linking agent,CROSS-LINKING AGENT,105574.0,CHEMBL2311221,DNA,1,1,1,Forms formaldehyde-mediated adducts with DNA (favours the CpG motif) and stimulates topoisomerase II-mediated DNA cleavage,
1376124,CHEMBL2103854,OMADACYCLINE TOSYLATE,7393,Bacterial 70S ribosome inhibitor,INHIBITOR,105830.0,CHEMBL2363135,Bacterial 70S ribosome,1,1,1,Inhibits bacterial protein synthesis.,"Active against gram-positives expressing tetracycline resistance proteins tetK, tetL, tetM."
1376137,CHEMBL2103867,PLECANATIDE,5620,Heat-stable enterotoxin receptor agonist,AGONIST,104277.0,CHEMBL1795197,Guanylyl cyclase C,1,1,1,,
1376138,CHEMBL2103868,CABOZANTINIB S-MALATE,753,Vascular endothelial growth factor receptor 2 inhibitor,INHIBITOR,10980.0,CHEMBL279,Vascular endothelial growth factor receptor 2,1,1,1,"Multi-kinase inhibitor; Cabozantinib (XL184) is a potent inhibitor of MET and VEGFR2 that also inhibits RET, KIT, AXL, and FLT3, all of which have been implicated in tumor pathogenesis (PMID: 21926191)",
1376138,CHEMBL2103868,CABOZANTINIB S-MALATE,954,Hepatocyte growth factor receptor inhibitor,INHIBITOR,11451.0,CHEMBL3717,Hepatocyte growth factor receptor,1,1,1,"Multi-kinase inhibitor; Cabozantinib (XL184) is a potent inhibitor of MET and VEGFR2 that also inhibits RET, KIT, AXL, and FLT3, all of which have been implicated in tumor pathogenesis (PMID: 21926191)",
1376140,CHEMBL2103870,LUMACAFTOR,2346,Cystic fibrosis transmembrane conductance regulator stabiliser,STABILISER,11540.0,CHEMBL4051,Cystic fibrosis transmembrane conductance regulator,1,1,1,Modulates the folding and trafficking of CFTR protein in patients with one or two copies of the F508del mutation. Acts on the membrane-spanning domain 1 of the CFTR protein.,
1376143,CHEMBL2103873,MACITENTAN,2240,"Endothelin receptor, ET-A/ET-B antagonist",ANTAGONIST,104833.0,CHEMBL2096678,"Endothelin receptor, ET-A/ET-B",1,1,1,,
1376145,CHEMBL2103875,TRAMETINIB,7580,Dual specificity mitogen-activated protein kinase kinase; MEK1/2 inhibitor,INHIBITOR,104912.0,CHEMBL2111289,Dual specificity mitogen-activated protein kinase kinase; MEK1/2,1,1,1,Reversible inhibitor of MEK1/2. BRAF mutations activate the BRAF pathway that includes MEK1/2 (regulators of cell proliferation). Dabrafenib inhibits a different kinase in the pathway and drug combination has a greater inhibitory effect on tumour growth.,Indicated for cancers with BRAF V600E or V600K mutations.
1376147,CHEMBL2103877,EFINACONAZOLE,2284,Lanosterol 14-alpha demethylase inhibitor,INHIBITOR,108435.0,CHEMBL3307221,Lanosterol 14-alpha demethylase,1,1,1,,
1376153,CHEMBL2103883,AVATROMBOPAG,5625,Thrombopoietin receptor agonist,AGONIST,265.0,CHEMBL1864,Thrombopoietin receptor,1,1,1,,
1376661,CHEMBL2104391,INSULIN DETEMIR,561,Insulin receptor agonist,AGONIST,35.0,CHEMBL1981,Insulin receptor,1,1,1,,
1377063,CHEMBL2104793,PYROVALERONE HYDROCHLORIDE,6293,Monoamine transporters; Norepinephrine & dopamine inhibitor,INHIBITOR,104870.0,CHEMBL2096990,Monoamine transporters; Norepinephrine & dopamine,1,1,1,"It is an inhibitor of the transporters for certain monoamine neurotransmitters, including dopamine and norepinephrine, preventing their uptake.",
1377257,CHEMBL2104987,TEDUGLUTIDE,1008,Glucagon-like peptide 2 receptor agonist,AGONIST,102687.0,CHEMBL5844,Glucagon-like peptide 2 receptor,1,1,1,,
1377293,CHEMBL2105023,INDIGOTINDISULFONATE SODIUM,9605,Diagnostic,,,,,1,1,1,Renal dye for visualization of the ureteral orifices,
1377503,CHEMBL2105233,PROXIBARBAL,6292,Diamine oxidase activator,ACTIVATOR,10664.0,CHEMBL2118,Diamine oxidase [copper-containing],1,1,1,"Proxibarbal is a non-sedative barbiturate with a specific anti-serotonin and anti-histamine effect, due to enzyme induction of serotoninase and histaminase. Its lack of unpleasant side-effects permits its use for the preventive treatment of migraine.",
1377503,CHEMBL2105233,PROXIBARBAL,6864,Monoamine oxidase A activator,ACTIVATOR,86.0,CHEMBL1951,Amine oxidase [flavin-containing] A,1,1,1,"Proxibarbal is a non-sedative barbiturate with a specific anti-serotonin and anti-histamine effect, due to enzyme induction of serotoninase and histaminase. Its lack of unpleasant side-effects permits its use for the preventive treatment of migraine.",
1377615,CHEMBL2105345,PROPANIDID,6291,Butyrylcholinesterase inhibitor,INHIBITOR,10532.0,CHEMBL1914,Cholinesterase,1,1,1,"Propanidid is a competitive inhibitor of serum cholinesterase, and neuromuscular plaque and brain acetylcholinesterase.  It is an intravenous anesthetic that has been used for rapid induction of anesthesia and for maintenance of anesthesia of short duration.",
