drug_internal_id,drug_id,drug_name,smile
299120,CHEMBL180022,NERATINIB,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
1162878,CHEMBL1801800,METABROMSALAN,O=C(Nc1ccccc1)c1cc(Br)cc(Br)c1O
1166082,CHEMBL1808388,BEXAGLIFLOZIN,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCCOC4CC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
364859,CHEMBL181,DIAZOXIDE,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1
20372,CHEMBL18116,TOLOXATONE,Cc1cccc(N2CC(CO)OC2=O)c1
365284,CHEMBL182,GANCICLOVIR,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1
1178704,CHEMBL1834657,INFIGRATINIB PHOSPHATE,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1.O=P(O)(O)O
365538,CHEMBL184,ACYCLOVIR,Nc1nc2c(ncn2COCCO)c(=O)[nH]1
308422,CHEMBL184412,DRONEDARONE,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1
20346,CHEMBL18442,PLERIXAFOR,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1
368538,CHEMBL185,FLUOROURACIL,O=c1[nH]cc(F)c(=O)[nH]1
306486,CHEMBL185073,PANCURONIUM,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1
1193367,CHEMBL1852688,INFIGRATINIB,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1
372385,CHEMBL186,CEFEPIME,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1
311503,CHEMBL186314,SODIUM CARBONATE,O=C([O-])[O-].[Na+].[Na+]
1204084,CHEMBL1863513,INGENOL MEBUTATE,C/C=C(/C)C(=O)O[C@H]1C(C)=C[C@]23C(=O)[C@@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C
1205705,CHEMBL1865134,DIBUNIC ACID,CC(C)(C)c1ccc2c(S(=O)(=O)O)c(C(C)(C)C)ccc2c1
1214046,CHEMBL1873475,IBRUTINIB,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1
1215321,CHEMBL1874750,CINEPAZIDE,COc1cc(/C=C/C(=O)N2CCN(CC(=O)N3CCCC3)CC2)cc(OC)c1OC
316600,CHEMBL187709,TRIPARANOL,CCN(CC)CCOc1ccc(C(O)(Cc2ccc(Cl)cc2)c2ccc(C)cc2)cc1
1228462,CHEMBL1887891,DEXFENFLURAMINE HYDROCHLORIDE,CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1.Cl
1228747,CHEMBL1888176,TROSPIUM,O=C(O[C@H]1C[C@H]2CC[C@@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1
1229711,CHEMBL1889140,ROPIVACAINE HYDROCHLORIDE,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C.Cl
316539,CHEMBL188921,BUFLOMEDIL,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1
314827,CHEMBL188952,PIRPROFEN,CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1
380567,CHEMBL189,MILRINONE,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1
319858,CHEMBL189963,PALBOCICLIB,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O
1240372,CHEMBL1899801,PERFLENAPENT,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1124,CHEMBL19,METHAZOLAMIDE,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C
1241099,CHEMBL1900528,TIOTROPIUM,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12
21459,CHEMBL19019,NALTREXONE,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
318390,CHEMBL190461,CANNABIDIOL,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O
1248678,CHEMBL1908307,FLOSEQUINAN,Cn1cc([S+](C)[O-])c(=O)c2ccc(F)cc21
1248719,CHEMBL1908348,SPARTEINE SULFATE,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@@H]34)[C@H]2C1.O.O.O.O.O.O=S(=O)(O)O
1248730,CHEMBL1908359,SODIUM MONOFLUOROPHOSPHATE,O=P([O-])([O-])F.[Na+].[Na+]
1248731,CHEMBL1908360,EVEROLIMUS,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
1248732,CHEMBL1908361,LEVOLEUCOVORIN CALCIUM,Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O.[Ca+2]
1248741,CHEMBL1908370,FINAFLOXACIN,N#Cc1c(N2C[C@@H]3NCCO[C@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
1248748,CHEMBL1908377,PYRVINIUM PAMOATE,Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1.Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1.O=C([O-])c1cc2ccccc2c(Cc2c(O)c(C(=O)[O-])cc3ccccc23)c1O
1248760,CHEMBL1908841,LEVOLEUCOVORIN,Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O
1248766,CHEMBL1908847,SPARTEINE,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@@H]34)[C@H]2C1
1248825,CHEMBL1908906,FLORBETABEN,CNc1ccc(/C=C/c2ccc(OCCOCCOCCF)cc2)cc1
1248836,CHEMBL1908917,FLUCICLOVINE,N[C@]1(C(=O)O)C[C@@H](F)C1
1248838,CHEMBL1908919,FLORBETAPIR,CNc1ccc(/C=C/c2ccc(OCCOCCOCCF)nc2)cc1
1248996,CHEMBL1909072,PIPAMAZINE,NC(=O)C1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
1249052,CHEMBL1909282,FENCLOZIC ACID,O=C(O)Cc1csc(-c2ccc(Cl)cc2)n1
1249053,CHEMBL1909283,MEBANAZINE,CC(NN)c1ccccc1
1249055,CHEMBL1909285,NITREFAZOLE,Cc1nc([N+](=O)[O-])cn1-c1ccc([N+](=O)[O-])cc1
1249056,CHEMBL1909286,PHENOXYPROPAZINE,CC(COc1ccccc1)NN
1249058,CHEMBL1909288,TRIACETYLDIPHENOLISATIN,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)N(C(C)=O)c3ccccc32)cc1
1249059,CHEMBL1909289,XENAZOIC ACID,CCOC(Nc1ccc(C(=O)O)cc1)C(=O)c1ccc(-c2ccccc2)cc1
408842,CHEMBL191,LOSARTAN,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
316765,CHEMBL191083,METHYLENE BLUE CATION,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1
410802,CHEMBL192,SILDENAFIL,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12
21698,CHEMBL19236,MOXONIDINE,COc1nc(C)nc(Cl)c1NC1=NCCN1
1270372,CHEMBL1929396,ANAGLIPTIN,Cc1cc2ncc(C(=O)NCC(C)(C)NCC(=O)N3CCC[C@H]3C#N)cn2n1
22873,CHEMBL19299,LOXOPROFEN,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1
419596,CHEMBL193,NIFEDIPINE,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
321696,CHEMBL193240,ROFLUMILAST,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1
328137,CHEMBL193482,ESTRIOL,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O
23198,CHEMBL19393,LEVAMFETAMINE,C[C@@H](N)Cc1ccccc1
23745,CHEMBL19449,IBUDILAST,CC(C)C(=O)c1c(C(C)C)nn2ccccc12
1277157,CHEMBL1945778,IOFLUPANE,COC(=O)[C@H]1[C@@H](c2ccc(I)cc2)C[C@@H]2CC[C@H]1N2CCCF
1277553,CHEMBL1946170,REGORAFENIB,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1
23001,CHEMBL19490,ZOMEPIRAC,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1
1279554,CHEMBL1950576,DIHYDROSTREPTOMYCIN,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)CO)O[C@@H](CO)[C@H](O)[C@H]1O
1280054,CHEMBL1951071,ARFORMOTEROL TARTRATE,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1.O=C(O)C(O)C(O)C(=O)O
1280078,CHEMBL1951095,ERAVACYCLINE,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)c(NC(=O)CN5CCCC5)cc(F)c4C[C@H]3C[C@@H]12
443348,CHEMBL196,ASCORBIC ACID,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
1285392,CHEMBL1963681,AVANAFIL,COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl
1285394,CHEMBL1963683,TAFLUPROST,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/C(F)(F)COc2ccccc2)[C@H](O)C[C@@H]1O
325711,CHEMBL197084,TROFINETIDE,C[C@@]1(C(=O)N[C@@H](CCC(=O)O)C(=O)O)CCCN1C(=O)CN
1298870,CHEMBL1977579,STREPTOZOCIN,CN(N=O)C(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO
1304559,CHEMBL1983268,ENTRECTINIB,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1
1304641,CHEMBL1983350,STIRIPENTOL,CC(C)(C)C(O)/C=C/c1ccc2c(c1)OCO2
328601,CHEMBL198362,RIVAROXABAN,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1
1320257,CHEMBL1998966,PIFOXIME,C/C(=N\O)c1ccc(OCC(=O)N2CCCCC2)cc1
97,CHEMBL2,PRAZOSIN,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC
1125,CHEMBL20,ACETAZOLAMIDE,CC(=O)Nc1nnc(S(N)(=O)=O)s1
1326477,CHEMBL2005186,BELUMOSUDIL,CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1
1330340,CHEMBL2009089,SELENIOUS ACID,O=[Se](O)O
1331852,CHEMBL2010601,IVACAFTOR,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
1335827,CHEMBL2018096,IPRAGLIFLOZIN,OC[C@H]1O[C@@H](c2ccc(F)c(Cc3cc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
339024,CHEMBL201960,PYROVALERONE,CCCC(C(=O)c1ccc(C)cc1)N1CCCC1
1336997,CHEMBL2021422,FOSPROPOFOL DISODIUM,CC(C)c1cccc(C(C)C)c1OCOP(=O)([O-])[O-].[Na+].[Na+]
1336998,CHEMBL2021423,MAGNESIUM SULFATE ANHYDROUS,O=S(=O)([O-])[O-].[Mg+2]
1336999,CHEMBL2021424,POTASSIUM SULFATE,O=S(=O)([O-])[O-].[K+].[K+]
1337005,CHEMBL2021430,DEXAMETHASONE SODIUM PHOSPHATE,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+]
1339278,CHEMBL2023895,HYDROXYSTILBAMIDINE ISETHIONATE,N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2O)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO
1339281,CHEMBL2023898,DACLATASVIR,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C
1339907,CHEMBL2024517,CARIPRAZINE HYDROCHLORIDE,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1.Cl
1340277,CHEMBL2028019,CARIPRAZINE,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1
1340892,CHEMBL2028661,AZILSARTAN MEDOXOMIL,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1
1340894,CHEMBL2028663,DABRAFENIB,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1
1342488,CHEMBL2030434,FLUDEOXYGLUCOSE F 18,OC[C@H]1OC(O)[C@H]([18F])[C@@H](O)[C@@H]1O
341064,CHEMBL203321,BRINCIDOFOVIR,CCCCCCCCCCCCCCCCOCCCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O
1344709,CHEMBL2035187,PACRITINIB,C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2
1347273,CHEMBL2040682,CICLESONIDE,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C
1348550,CHEMBL2042122,FLUTEMETAMOL F 18,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1[18F]
1349878,CHEMBL2043437,GLASDEGIB,CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1
340684,CHEMBL204656,ELVITEGRAVIR,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C
1351456,CHEMBL2048028,LIFITEGRAST,CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1
1351917,CHEMBL2048484,CANAGLIFLOZIN ANHYDROUS,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1
343964,CHEMBL205596,CHOLIC ACID,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
1355754,CHEMBL2062163,PHENDIMETRAZINE TARTRATE,C[C@H]1[C@H](c2ccccc2)OCCN1C.O=C(O)C(O)C(O)C(=O)O
1355853,CHEMBL2062262,METARAMINOL BITARTRATE,C[C@H](N)[C@H](O)c1cccc(O)c1.O=C(O)C(O)C(O)C(=O)O
1355855,CHEMBL2062264,PHENYLEPHRINE BITARTRATE,CNC[C@H](O)c1cccc(O)c1.O=C(O)C(O)C(O)C(=O)O
1355857,CHEMBL2062266,DIHYDROCODEINE BITARTRATE,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341.O=C(O)C(O)C(O)C(=O)O
1355867,CHEMBL2062276,LEVALLORPHAN TARTRATE,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13.O=C(O)C(O)C(O)C(=O)O
1355926,CHEMBL2062335,METOPROLOL TARTRATE,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)C(O)C(O)C(=O)O
341603,CHEMBL206253,NETUPITANT,Cc1ccccc1-c1cc(N2CCN(C)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
1356484,CHEMBL2063090,GRAZOPREVIR ANHYDROUS,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1
1357436,CHEMBL2064032,VONOPRAZAN FUMARATE,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1.O=C(O)/C=C/C(=O)O
1359037,CHEMBL2068723,CALCIUM METRIZOATE,CC(=O)Nc1c(I)c(C(=O)[O-])c(I)c(N(C)C(C)=O)c1I.CC(=O)Nc1c(I)c(C(=O)[O-])c(I)c(N(C)C(C)=O)c1I.[Ca+2]
1359038,CHEMBL2068724,ACAMPROSATE CALCIUM,CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2]
1359039,CHEMBL2068725,IPODATE CALCIUM,CN(C)/C=N/c1c(I)cc(I)c(CCC(=O)[O-])c1I.CN(C)/C=N/c1c(I)cc(I)c(CCC(=O)[O-])c1I.[Ca+2]
1359178,CHEMBL2068864,FLUDEOXYGLUCOSE,OC[C@H]1OC(O)[C@H](F)[C@@H](O)[C@@H]1O
1359198,CHEMBL2068884,SODIUM GLUCONATE,O=C([O-])[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O.[Na+]
348726,CHEMBL207538,BREXANOLONE,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
1363360,CHEMBL2079130,VONOPRAZAN,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1
1363818,CHEMBL2079587,STANOZOLOL,C[C@]12Cc3c[nH]nc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
1364024,CHEMBL2079793,PENCICLOVIR SODIUM,Nc1nc([O-])c2ncn(CCC(CO)CO)c2n1.[Na+]
1369602,CHEMBL2095206,BOSUTINIB MONOHYDRATE,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl.O
1369603,CHEMBL2095207,CHOLINE C-11,C[N+](C)([11CH3])CCO.[Cl-]
1369604,CHEMBL2095208,COBICISTAT,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1
1369605,CHEMBL2095209,ICOSAPENT ETHYL,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC
1369607,CHEMBL2095211,LORCASERIN HYDROCHLORIDE,C[C@H]1CNCCc2ccc(Cl)cc21.Cl
1369608,CHEMBL2095212,MIRABEGRON,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1
1369640,CHEMBL2096631,CLORAZEPATE DIPOTASSIUM,O=C([O-])C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O.[K+].[K+].[OH-]
1369642,CHEMBL2096633,MAGNESIUM TRISILICATE,O=[Si]([O-])O[Si]([O-])([O-])O[Si](=O)[O-].[Mg+2].[Mg+2]
1369644,CHEMBL2096635,UREA C 14,N[14C](N)=O
1369651,CHEMBL2096642,INAMRINONE LACTATE,CC(O)C(=O)O.Nc1cc(-c2ccncc2)c[nH]c1=O
1369655,CHEMBL2096646,AMINOSALICYLATE SODIUM,Nc1ccc(C(=O)[O-])c(O)c1.O.O.[Na+]
1369657,CHEMBL2096648,UREA C 13,N[13C](N)=O
1369659,CHEMBL2096650,SODIUM THIOSULFATE,O.O.O.O.O.O=S([O-])([O-])=S.[Na+].[Na+]
1159,CHEMBL21,SULFANILAMIDE,Nc1ccc(S(N)(=O)=O)cc1
1376006,CHEMBL2103736,FENOPROFEN CALCIUM,CC(C(=O)[O-])c1cccc(Oc2ccccc2)c1.CC(C(=O)[O-])c1cccc(Oc2ccccc2)c1.O.O.[Ca+2]
1376008,CHEMBL2103738,LITHIUM CITRATE,O.O.O.O.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+]
1376009,CHEMBL2103739,EMEDASTINE DIFUMARATE,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O
1376011,CHEMBL2103741,LEVOTHYROXINE SODIUM,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)[O-].O.[Na+]
1376013,CHEMBL2103743,TOFACITINIB CITRATE,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12.O=C(O)CC(O)(CC(=O)O)C(=O)O
1376014,CHEMBL2103744,MORPHINE SULFATE,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5.CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5.O.O.O.O.O.O=S(=O)(O)O
1376065,CHEMBL2103795,AZILSARTAN KAMEDOXOMIL,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[n-]2)cc1.[K+]
1376072,CHEMBL2103802,DAPAGLIFLOZIN PROPANEDIOL,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1.C[C@H](O)CO.O
1376092,CHEMBL2103822,TASIMELTEON,CCC(=O)NC[C@@H]1C[C@H]1c1cccc2c1CCO2
1376097,CHEMBL2103827,DROXIDOPA,N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1
1376100,CHEMBL2103830,FOSTAMATINIB,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC
1376107,CHEMBL2103837,TAFAMIDIS,O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1
1376114,CHEMBL2103844,PIXANTRONE DIMALEATE,NCCNc1ccc(NCCN)c2c1C(=O)c1ccncc1C2=O.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O
1376124,CHEMBL2103854,OMADACYCLINE TOSYLATE,CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O.Cc1ccc(S(=O)(=O)O)cc1
1376138,CHEMBL2103868,CABOZANTINIB S-MALATE,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC.O=C(O)C[C@H](O)C(=O)O
1376140,CHEMBL2103870,LUMACAFTOR,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1
1376142,CHEMBL2103872,CEFTOLOZANE,Cn1c(N)c(NC(=O)NCCN)c[n+]1CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC(C)(C)C(=O)[O-])c3nsc(N)n3)[C@H]2SC1
1376143,CHEMBL2103873,MACITENTAN,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1
1376145,CHEMBL2103875,TRAMETINIB,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1
1376147,CHEMBL2103877,EFINACONAZOLE,C=C1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1
1376153,CHEMBL2103883,AVATROMBOPAG,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1
1376406,CHEMBL2104136,CLOMACRAN PHOSPHATE,CN(C)CCCC1c2ccccc2Nc2ccc(Cl)cc21.O=P(O)(O)O
1376557,CHEMBL2104287,DIBENZEPIN HYDROCHLORIDE,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21.Cl
1376685,CHEMBL2104415,MOXIDECTIN,CO/N=C1\C[C@]2(C[C@@H]3C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@H](/C(C)=C/C(C)C)[C@H]1C
1376759,CHEMBL2104489,ANAGESTONE ACETATE,CC(=O)O[C@]1(C(C)=O)CCC2[C@@H]3C[C@H](C)C4=CCCC[C@]4(C)[C@H]3CC[C@@]21C
1376807,CHEMBL2104537,AMOPROXAN,COc1cc(C(=O)OC(COCCC(C)C)CN2CCOCC2)cc(OC)c1OC
1377063,CHEMBL2104793,PYROVALERONE HYDROCHLORIDE,CCCC(C(=O)c1ccc(C)cc1)N1CCCC1.Cl
1377180,CHEMBL2104910,SULFADICRAMIDE,CC(C)=CC(=O)NS(=O)(=O)c1ccc(N)cc1
1377263,CHEMBL2104993,VORTIOXETINE,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1
1377293,CHEMBL2105023,INDIGOTINDISULFONATE SODIUM,O=C1/C(=C2\Nc3ccc(S(=O)(=O)[O-])cc3C2=O)Nc2ccc(S(=O)(=O)[O-])cc21.[Na+].[Na+]
1377494,CHEMBL2105224,PHOLCODINE,CN1CC[C@]23c4c5ccc(OCCN6CCOCC6)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5
1377503,CHEMBL2105233,PROXIBARBAL,C=CCC1(CC(C)O)C(=O)NC(=O)NC1=O
1377518,CHEMBL2105248,POTASSIUM BITARTRATE,O=C([O-])[C@H](O)[C@@H](O)C(=O)O.[K+]
1377545,CHEMBL2105275,PROPYLHEXEDRINE,CNC(C)CC1CCCCC1
