drug_internal_id,drug_id,drug_name,protein_internal_id,protein_id,protein_name,pchembl_max,pchembl_avg,best_value,num_measurements,confidence
1676656,CHEMBL3187365,ASENAPINE,216,CHEMBL1942,Alpha-2B adrenergic receptor,8.85,8.85,1.4,1,8
1676656,CHEMBL3187365,ASENAPINE,130,CHEMBL234,D(3) dopamine receptor,8.36,8.2,4.4,2,9
1676656,CHEMBL3187365,ASENAPINE,72,CHEMBL217,D(2) dopamine receptor,8.05,7.65,8.9,2,9
1676656,CHEMBL3187365,ASENAPINE,88,CHEMBL2056,D(1A) dopamine receptor,8.05,7.55,8.9,3,9
1676656,CHEMBL3187365,ASENAPINE,90,CHEMBL219,D(4) dopamine receptor,8.05,8.05,9.0,1,9
1676656,CHEMBL3187365,ASENAPINE,51,CHEMBL214,5-hydroxytryptamine receptor 1A,8.01,8.01,9.7,1,8
1676656,CHEMBL3187365,ASENAPINE,52,CHEMBL1867,Alpha-2A adrenergic receptor,7.86,7.48,13.7,2,8
1676656,CHEMBL3187365,ASENAPINE,218,CHEMBL1916,Alpha-2C adrenergic receptor,6.52,6.52,300.0,1,8
1676656,CHEMBL3187365,ASENAPINE,11480,CHEMBL1980,Sodium channel protein type 5 subunit alpha,5.7,5.7,2000.0,1,8
1676656,CHEMBL3187365,ASENAPINE,165,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,5.58,5.58,2600.0,1,8
1677014,CHEMBL3187723,BINIMETINIB,11409,CHEMBL3587,Dual specificity mitogen-activated protein kinase kinase 1,7.92,7.63,12.0,2,9
1677014,CHEMBL3187723,BINIMETINIB,11046,CHEMBL2964,Dual specificity mitogen-activated protein kinase kinase 2,7.44,7.44,36.0,1,9
1677276,CHEMBL3187985,APOMORPHINE HYDROCHLORIDE,103134,CHEMBL1075189,Pyruvate kinase PKM,6.05,6.05,891.3,2,9
1677558,CHEMBL3188267,CAPMATINIB,11451,CHEMBL3717,Hepatocyte growth factor receptor,9.89,9.72,0.13,5,9
1677558,CHEMBL3188267,CAPMATINIB,103441,CHEMBL1163112,Cyclin-dependent kinase-like 5,5.69,5.69,2042.0,1,9
161549,CHEMBL319144,MINODRONIC ACID,71,CHEMBL1782,Farnesyl pyrophosphate synthase,8.72,8.59,1.9,3,9
161549,CHEMBL319144,MINODRONIC ACID,10108,CHEMBL4769,Geranylgeranyl pyrophosphate synthase,6.17,5.96,670.0,2,9
1788,CHEMBL32,MOXIFLOXACIN,137,CHEMBL237,Kappa-type opioid receptor,6.5,6.5,320.0,1,8
1724957,CHEMBL3218576,COPANLISIB,11362,CHEMBL4005,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",9.96,9.34,0.11,6,9
1724957,CHEMBL3218576,COPANLISIB,11177,CHEMBL3130,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",9.74,8.56,0.18,6,9
1724957,CHEMBL3218576,COPANLISIB,11939,CHEMBL3267,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",9.15,8.58,0.7,7,9
1724957,CHEMBL3218576,COPANLISIB,12576,CHEMBL3145,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",8.43,8.35,3.7,6,9
1724957,CHEMBL3218576,COPANLISIB,11400,CHEMBL2842,Serine/threonine-protein kinase mTOR,7.35,7.35,45.0,3,9
1731642,CHEMBL3233142,LUMATEPERONE TOSYLATE,107,CHEMBL224,5-hydroxytryptamine receptor 2A,9.27,8.71,0.54,2,9
1731642,CHEMBL3233142,LUMATEPERONE TOSYLATE,128,CHEMBL232,Alpha-1B adrenergic receptor,7.51,7.51,31.0,1,9
1731642,CHEMBL3233142,LUMATEPERONE TOSYLATE,88,CHEMBL2056,D(1A) dopamine receptor,7.28,7.28,52.0,1,9
1731642,CHEMBL3233142,LUMATEPERONE TOSYLATE,121,CHEMBL228,Sodium-dependent serotonin transporter,7.21,7.17,61.0,2,9
1731642,CHEMBL3233142,LUMATEPERONE TOSYLATE,125,CHEMBL229,Alpha-1A adrenergic receptor,7.14,7.14,73.0,1,9
1731642,CHEMBL3233142,LUMATEPERONE TOSYLATE,90,CHEMBL219,D(4) dopamine receptor,6.97,6.97,108.0,1,9
1731642,CHEMBL3233142,LUMATEPERONE TOSYLATE,108,CHEMBL225,5-hydroxytryptamine receptor 2C,6.76,6.76,173.0,1,9
1731642,CHEMBL3233142,LUMATEPERONE TOSYLATE,51,CHEMBL214,5-hydroxytryptamine receptor 1A,5.83,5.83,1480.0,1,9
1736091,CHEMBL3237547,CEDAZURIDINE,12945,CHEMBL4502,Cytidine deaminase,6.4,6.4,400.0,1,9
47006,CHEMBL32479,BROTIZOLAM,251,CHEMBL250,Platelet-activating factor receptor,6.52,6.52,300.0,1,8
1746288,CHEMBL3261331,RESMETIROM,271,CHEMBL1947,Thyroid hormone receptor beta,7.14,6.49,73.0,6,9
1746288,CHEMBL3261331,RESMETIROM,10163,CHEMBL3721,Cytochrome P450 2C8,6.05,6.05,900.0,1,9
1746288,CHEMBL3261331,RESMETIROM,59,CHEMBL1860,Thyroid hormone receptor alpha,6.03,5.71,934.0,3,9
49226,CHEMBL32800,FENOTEROL,43,CHEMBL210,Beta-2 adrenergic receptor,9.61,7.44,0.2455,6,9
49226,CHEMBL32800,FENOTEROL,50,CHEMBL213,Beta-1 adrenergic receptor,7.96,7.96,10.96,1,9
49226,CHEMBL32800,FENOTEROL,226,CHEMBL246,Beta-3 adrenergic receptor,7.66,7.66,21.88,1,9
49226,CHEMBL32800,FENOTEROL,125,CHEMBL229,Alpha-1A adrenergic receptor,5.81,5.81,1550.2,1,8
162444,CHEMBL328190,LASOFOXIFENE,19,CHEMBL206,Estrogen receptor,8.89,8.23,1.3,6,9
162444,CHEMBL328190,LASOFOXIFENE,174,CHEMBL242,Estrogen receptor beta,8.74,8.25,1.8,4,9
162444,CHEMBL328190,LASOFOXIFENE,137,CHEMBL237,Kappa-type opioid receptor,7.07,7.07,84.9,1,8
162444,CHEMBL328190,LASOFOXIFENE,155,CHEMBL238,Sodium-dependent dopamine transporter,6.93,6.93,116.8,1,8
162444,CHEMBL328190,LASOFOXIFENE,227,CHEMBL1833,5-hydroxytryptamine receptor 2B,6.57,6.57,272.0,1,8
162444,CHEMBL328190,LASOFOXIFENE,165,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,6.14,6.14,730.0,1,8
162444,CHEMBL328190,LASOFOXIFENE,10280,CHEMBL264,Histamine H3 receptor,6.0,6.0,990.0,1,8
162444,CHEMBL328190,LASOFOXIFENE,121,CHEMBL228,Sodium-dependent serotonin transporter,5.8,5.8,1600.0,1,8
162444,CHEMBL328190,LASOFOXIFENE,218,CHEMBL1916,Alpha-2C adrenergic receptor,5.8,5.8,1600.0,1,8
162444,CHEMBL328190,LASOFOXIFENE,11912,CHEMBL3401,Nuclear receptor subfamily 1 group I member 2,5.8,5.8,1600.0,1,8
162444,CHEMBL328190,LASOFOXIFENE,100,CHEMBL222,Sodium-dependent noradrenaline transporter,5.7,5.7,2000.0,1,8
162444,CHEMBL328190,LASOFOXIFENE,130,CHEMBL234,D(3) dopamine receptor,5.66,5.66,2200.0,1,8
162444,CHEMBL328190,LASOFOXIFENE,11061,CHEMBL2203,Motilin receptor,5.54,5.54,2900.0,1,8
1757351,CHEMBL3286830,LORLATINIB,101019,CHEMBL5568,Proto-oncogene tyrosine-protein kinase ROS,10.0,8.65,0.1,5,9
1757351,CHEMBL3286830,LORLATINIB,100417,CHEMBL4247,ALK tyrosine kinase receptor,9.7,8.13,0.2,34,9
1757351,CHEMBL3286830,LORLATINIB,101484,CHEMBL5627,Leukocyte tyrosine kinase receptor,8.57,8.57,2.7,2,9
1757351,CHEMBL3286830,LORLATINIB,30007,CHEMBL3982,Tyrosine-protein kinase Fer,8.48,8.48,3.3,2,9
1757351,CHEMBL3286830,LORLATINIB,100069,CHEMBL5455,Tyrosine-protein kinase Fes/Fps,8.22,8.22,6.0,2,9
1757351,CHEMBL3286830,LORLATINIB,100995,CHEMBL5469,Protein-tyrosine kinase 2-beta,7.85,7.85,14.0,2,9
1757351,CHEMBL3286830,LORLATINIB,11242,CHEMBL2695,Focal adhesion kinase 1,7.77,7.77,17.0,2,9
1757351,CHEMBL3286830,LORLATINIB,30023,CHEMBL4599,Activated CDC42 kinase 1,7.77,7.77,17.0,2,9
1757351,CHEMBL3286830,LORLATINIB,100413,CHEMBL4898,BDNF/NT-3 growth factors receptor,7.64,7.64,23.0,3,9
1757351,CHEMBL3286830,LORLATINIB,11902,CHEMBL2815,High affinity nerve growth factor receptor,7.62,7.62,24.0,2,9
1757351,CHEMBL3286830,LORLATINIB,101598,CHEMBL5903,Activin receptor type-1,7.54,7.54,29.0,1,9
1757351,CHEMBL3286830,LORLATINIB,101034,CHEMBL5608,NT-3 growth factor receptor,7.34,7.34,46.0,2,9
1757351,CHEMBL3286830,LORLATINIB,30012,CHEMBL4223,Tyrosine-protein kinase FRK,7.28,7.28,53.0,2,9
1757351,CHEMBL3286830,LORLATINIB,9,CHEMBL203,Epidermal growth factor receptor,7.25,6.43,56.0,3,9
1757351,CHEMBL3286830,LORLATINIB,10938,CHEMBL2971,Tyrosine-protein kinase JAK2,6.28,6.28,529.0,1,9
1757351,CHEMBL3286830,LORLATINIB,280,CHEMBL256,Adenosine receptor A3,5.92,5.92,1200.0,1,8
1757351,CHEMBL3286830,LORLATINIB,11912,CHEMBL3401,Nuclear receptor subfamily 1 group I member 2,5.8,5.8,1600.0,1,8
1757351,CHEMBL3286830,LORLATINIB,93,CHEMBL220,Acetylcholinesterase,5.75,5.75,1800.0,1,8
1761965,CHEMBL3291398,LEFAMULIN,17045,CHEMBL340,Cytochrome P450 3A4,6.12,6.1,750.0,2,9
163172,CHEMBL329522,EXIFONE,12697,CHEMBL325,Histone deacetylase 1,7.35,7.35,45.0,1,9
1763543,CHEMBL3301581,ABALOPARATIDE,160,CHEMBL1793,Parathyroid hormone/parathyroid hormone-related peptide receptor,10.7,10.7,0.02,1,9
1763569,CHEMBL3301607,FILGOTINIB,10919,CHEMBL2835,Tyrosine-protein kinase JAK1,8.0,7.24,10.0,37,9
1763569,CHEMBL3301607,FILGOTINIB,10938,CHEMBL2971,Tyrosine-protein kinase JAK2,7.6,7.08,25.0,27,9
1763569,CHEMBL3301607,FILGOTINIB,12694,CHEMBL3553,Non-receptor tyrosine-protein kinase TYK2,7.18,6.76,65.3,22,9
1763569,CHEMBL3301607,FILGOTINIB,10849,CHEMBL2148,Tyrosine-protein kinase JAK3,6.83,6.37,149.0,21,9
1763569,CHEMBL3301607,FILGOTINIB,11752,CHEMBL1955,Vascular endothelial growth factor receptor 3,6.56,6.56,274.0,3,9
1763569,CHEMBL3301607,FILGOTINIB,12670,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,6.47,6.47,338.0,3,9
1763569,CHEMBL3301607,FILGOTINIB,12840,CHEMBL1844,Macrophage colony-stimulating factor 1 receptor,6.31,6.31,488.9,3,9
1763569,CHEMBL3301607,FILGOTINIB,100948,CHEMBL5331,Tyrosine-protein kinase Mer,5.89,5.89,1274.0,1,9
1763569,CHEMBL3301607,FILGOTINIB,10979,CHEMBL1868,Vascular endothelial growth factor receptor 1,5.88,5.88,1327.0,1,9
1763569,CHEMBL3301607,FILGOTINIB,100856,CHEMBL5408,Serine/threonine-protein kinase TBK1,5.75,5.75,1791.0,1,9
1763569,CHEMBL3301607,FILGOTINIB,30006,CHEMBL3981,Serine/threonine-protein kinase 10,5.72,5.72,1912.0,1,9
1763569,CHEMBL3301607,FILGOTINIB,117490,CHEMBL4105885,AarF domain-containing protein kinase 1,5.69,5.69,2028.0,1,9
1763569,CHEMBL3301607,FILGOTINIB,11408,CHEMBL2637,Mitogen-activated protein kinase 10,5.67,5.67,2140.0,1,9
1763569,CHEMBL3301607,FILGOTINIB,8,CHEMBL1862,Tyrosine-protein kinase ABL1,5.64,5.64,2302.0,1,9
1763572,CHEMBL3301610,ABEMACICLIB,12946,CHEMBL331,Cyclin-dependent kinase 4,9.59,8.61,0.26,13,9
1763572,CHEMBL3301610,ABEMACICLIB,30013,CHEMBL4224,Dual specificity protein kinase CLK1,9.07,7.88,0.851,4,9
1763572,CHEMBL3301610,ABEMACICLIB,10480,CHEMBL2508,Cyclin-dependent kinase 6,8.72,8.01,1.9,15,9
1763572,CHEMBL3301610,ABEMACICLIB,11622,CHEMBL2801,Calcium/calmodulin-dependent protein kinase type II subunit delta,8.59,8.15,2.6,2,9
1763572,CHEMBL3301610,ABEMACICLIB,12090,CHEMBL2292,Dual specificity tyrosine-phosphorylation-regulated kinase 1A,8.47,7.61,3.349,4,9
1763572,CHEMBL3301610,ABEMACICLIB,10396,CHEMBL4121,Calcium/calmodulin-dependent protein kinase type II subunit beta,8.46,8.46,3.5,1,9
1763572,CHEMBL3301610,ABEMACICLIB,101014,CHEMBL5543,Dual specificity tyrosine-phosphorylation-regulated kinase 1B,8.46,8.18,3.5,2,9
1763572,CHEMBL3301610,ABEMACICLIB,10839,CHEMBL2147,Serine/threonine-protein kinase pim-1,8.41,7.91,3.92,5,9
1763572,CHEMBL3301610,ABEMACICLIB,10197,CHEMBL262,Glycogen synthase kinase-3 beta,8.12,7.45,7.673,6,9
1763572,CHEMBL3301610,ABEMACICLIB,11017,CHEMBL2850,Glycogen synthase kinase-3 alpha,7.89,7.89,13.0,1,9
1763572,CHEMBL3301610,ABEMACICLIB,30036,CHEMBL4203,Dual specificity protein kinase CLK4,7.89,7.47,13.0,2,9
1763572,CHEMBL3301610,ABEMACICLIB,30002,CHEMBL3829,Calcium/calmodulin-dependent protein kinase type II subunit gamma,7.75,7.52,18.0,2,9
1763572,CHEMBL3301610,ABEMACICLIB,12780,CHEMBL4070,Casein kinase II subunit alpha',7.72,7.72,19.0,1,9
1763572,CHEMBL3301610,ABEMACICLIB,100851,CHEMBL4575,Dual specificity tyrosine-phosphorylation-regulated kinase 3,7.69,7.69,20.6,1,9
1763572,CHEMBL3301610,ABEMACICLIB,100790,CHEMBL4376,Dual specificity tyrosine-phosphorylation-regulated kinase 2,7.59,7.34,25.4,3,9
1763572,CHEMBL3301610,ABEMACICLIB,100852,CHEMBL4576,Homeodomain-interacting protein kinase 2,7.51,7.51,31.0,2,9
1763572,CHEMBL3301610,ABEMACICLIB,11626,CHEMBL3116,Cyclin-dependent kinase 9,7.46,7.23,34.5,4,9
1763572,CHEMBL3301610,ABEMACICLIB,117490,CHEMBL4105885,AarF domain-containing protein kinase 1,7.4,7.4,40.0,1,9
1763572,CHEMBL3301610,ABEMACICLIB,30022,CHEMBL4597,Cyclin-dependent kinase 16,7.3,7.3,50.0,1,9
1763572,CHEMBL3301610,ABEMACICLIB,11678,CHEMBL301,Cyclin-dependent kinase 2,7.28,6.89,52.2,4,9
1763572,CHEMBL3301610,ABEMACICLIB,103455,CHEMBL1163126,Serine/threonine-protein kinase ICK,7.28,7.28,53.0,1,9
1763572,CHEMBL3301610,ABEMACICLIB,12947,CHEMBL4036,Cyclin-dependent kinase 5,7.09,6.9,81.8,4,9
1763572,CHEMBL3301610,ABEMACICLIB,117538,CHEMBL4105933,Uncharacterized protein FLJ45252,7.06,7.06,88.0,1,9
1763572,CHEMBL3301610,ABEMACICLIB,30000,CHEMBL3830,AP2-associated protein kinase 1,6.99,6.99,102.0,1,9
1763572,CHEMBL3301610,ABEMACICLIB,101131,CHEMBL5261,Serine/threonine-protein kinase TAO1,6.97,6.97,107.0,1,9
1763572,CHEMBL3301610,ABEMACICLIB,10044,CHEMBL3629,Casein kinase II subunit alpha,6.93,6.93,117.0,1,9
1763572,CHEMBL3301610,ABEMACICLIB,19623,CHEMBL3357,Interleukin-1 receptor-associated kinase 1,6.9,6.9,126.0,1,9
1763572,CHEMBL3301610,ABEMACICLIB,30014,CHEMBL4225,Dual specificity protein kinase CLK2,6.73,6.73,185.3,1,9
1763572,CHEMBL3301610,ABEMACICLIB,12071,CHEMBL308,Cyclin-dependent kinase 1,6.58,6.33,263.0,3,9
1763572,CHEMBL3301610,ABEMACICLIB,12829,CHEMBL3055,Cyclin-dependent kinase 7,6.52,6.29,300.0,3,9
1763572,CHEMBL3301610,ABEMACICLIB,10280,CHEMBL264,Histamine H3 receptor,6.51,6.51,310.0,1,8
1763572,CHEMBL3301610,ABEMACICLIB,11408,CHEMBL2637,Mitogen-activated protein kinase 10,6.41,6.41,389.0,2,9
1763572,CHEMBL3301610,ABEMACICLIB,12670,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,6.39,6.39,403.0,2,9
1763572,CHEMBL3301610,ABEMACICLIB,30004,CHEMBL3938,Serine/threonine-protein kinase 16,6.3,6.3,495.0,1,9
1763572,CHEMBL3301610,ABEMACICLIB,11635,CHEMBL299,Protein kinase C alpha type,6.28,6.28,530.0,1,9
1763572,CHEMBL3301610,ABEMACICLIB,30045,CHEMBL4525,Serine/threonine-protein kinase 17A,6.18,6.18,659.0,2,9
1763572,CHEMBL3301610,ABEMACICLIB,12247,CHEMBL2996,Protein kinase C delta type,6.1,6.1,795.0,1,9
1763572,CHEMBL3301610,ABEMACICLIB,101239,CHEMBL5579,Citron Rho-interacting kinase,6.1,6.1,798.0,1,9
1763572,CHEMBL3301610,ABEMACICLIB,11902,CHEMBL2815,High affinity nerve growth factor receptor,5.99,5.99,1030.0,2,9
1763572,CHEMBL3301610,ABEMACICLIB,101464,CHEMBL6166,Mitogen-activated protein kinase kinase kinase kinase 4,5.88,5.88,1322.0,1,9
1763572,CHEMBL3301610,ABEMACICLIB,11636,CHEMBL3045,Protein kinase C beta type,5.79,5.79,1624.0,1,9
1763572,CHEMBL3301610,ABEMACICLIB,101506,CHEMBL5701,Serine/threonine-protein kinase TAO3,5.76,5.76,1721.0,1,9
1763572,CHEMBL3301610,ABEMACICLIB,10885,CHEMBL2595,Serine/threonine-protein kinase D3,5.74,5.74,1841.0,1,9
1763572,CHEMBL3301610,ABEMACICLIB,100415,CHEMBL4900,Serine/threonine-protein kinase D2,5.68,5.68,2064.0,1,9
1763572,CHEMBL3301610,ABEMACICLIB,20020,CHEMBL4355,Cyclin-G-associated kinase,5.66,5.66,2194.0,1,9
1763572,CHEMBL3301610,ABEMACICLIB,30006,CHEMBL3981,Serine/threonine-protein kinase 10,5.61,5.61,2470.0,1,9
1763572,CHEMBL3301610,ABEMACICLIB,30032,CHEMBL5284,Calcium/calmodulin-dependent protein kinase kinase 2,5.58,5.58,2598.0,1,9
1763572,CHEMBL3301610,ABEMACICLIB,11359,CHEMBL288,"3',5'-cyclic-AMP phosphodiesterase 4D",5.5,5.5,3200.0,1,8
1763574,CHEMBL3301612,ENCORAFENIB,100126,CHEMBL5145,Serine/threonine-protein kinase B-raf,9.52,8.95,0.3,10,9
1763574,CHEMBL3301612,ENCORAFENIB,30018,CHEMBL3836,LIM domain kinase 1,7.58,7.58,26.0,1,9
1763574,CHEMBL3301612,ENCORAFENIB,117460,CHEMBL4105855,Choline-phosphate cytidylyltransferase A,7.39,7.39,41.0,1,9
1763574,CHEMBL3301612,ENCORAFENIB,101386,CHEMBL5932,LIM domain kinase 2,7.02,7.02,96.0,1,9
1763574,CHEMBL3301612,ENCORAFENIB,12946,CHEMBL331,Cyclin-dependent kinase 4,6.95,6.95,112.0,1,9
1763574,CHEMBL3301612,ENCORAFENIB,117311,CHEMBL4105706,Membrane-associated progesterone receptor component 1,6.69,6.69,204.0,1,9
1763574,CHEMBL3301612,ENCORAFENIB,19623,CHEMBL3357,Interleukin-1 receptor-associated kinase 1,6.61,6.61,247.0,1,9
1763574,CHEMBL3301612,ENCORAFENIB,20025,CHEMBL5014,Receptor-interacting serine/threonine-protein kinase 2,6.49,6.49,323.0,1,9
1763574,CHEMBL3301612,ENCORAFENIB,10197,CHEMBL262,Glycogen synthase kinase-3 beta,6.37,6.37,425.0,1,9
1763574,CHEMBL3301612,ENCORAFENIB,100931,CHEMBL5364,Serine/threonine-protein kinase NLK,6.13,6.13,732.0,1,9
1763574,CHEMBL3301612,ENCORAFENIB,20007,CHEMBL3886,Mitogen-activated protein kinase kinase kinase 20,6.11,6.11,785.0,1,9
1763574,CHEMBL3301612,ENCORAFENIB,11870,CHEMBL2708,Mitogen-activated protein kinase kinase kinase 11,6.09,6.09,812.0,1,9
1763574,CHEMBL3301612,ENCORAFENIB,11407,CHEMBL4179,Mitogen-activated protein kinase 9,6.04,6.04,915.0,1,9
1763574,CHEMBL3301612,ENCORAFENIB,104279,CHEMBL1795199,Receptor-interacting serine/threonine-protein kinase 3,6.01,6.01,967.0,1,9
1763574,CHEMBL3301612,ENCORAFENIB,30050,CHEMBL4853,Mitogen-activated protein kinase kinase kinase 4,5.84,5.84,1437.0,1,9
1763574,CHEMBL3301612,ENCORAFENIB,12261,CHEMBL2276,Mitogen-activated protein kinase 8,5.73,5.73,1865.0,1,9
1763574,CHEMBL3301612,ENCORAFENIB,10188,CHEMBL260,Mitogen-activated protein kinase 14,5.66,5.66,2200.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,12670,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,9.8,8.79,0.16,27,9
1763584,CHEMBL3301622,GILTERITINIB,101484,CHEMBL5627,Leukocyte tyrosine kinase receptor,9.46,9.46,0.35,1,9
1763584,CHEMBL3301622,GILTERITINIB,100410,CHEMBL4895,Tyrosine-protein kinase receptor UFO,9.14,8.5,0.73,18,9
1763584,CHEMBL3301622,GILTERITINIB,100417,CHEMBL4247,ALK tyrosine kinase receptor,8.92,8.89,1.2,3,9
1763584,CHEMBL3301622,GILTERITINIB,101019,CHEMBL5568,Proto-oncogene tyrosine-protein kinase ROS,8.72,8.72,1.9,1,8
1763584,CHEMBL3301622,GILTERITINIB,100079,CHEMBL2041,Proto-oncogene tyrosine-protein kinase receptor Ret,8.47,7.88,3.4,2,9
1763584,CHEMBL3301622,GILTERITINIB,101048,CHEMBL5047,Serine/threonine-protein kinase ULK3,8.22,8.22,6.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,101055,CHEMBL5081,Interleukin-1 receptor-associated kinase 3,8.15,8.15,7.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,20020,CHEMBL4355,Cyclin-G-associated kinase,8.05,8.05,9.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,117538,CHEMBL4105933,Uncharacterized protein FLJ45252,7.96,7.96,11.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,30003,CHEMBL3788,Serine/threonine-protein kinase PLK4,7.75,7.75,18.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,30000,CHEMBL3830,AP2-associated protein kinase 1,7.6,7.6,25.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,100951,CHEMBL5334,Non-receptor tyrosine-protein kinase TNK1,7.41,7.41,39.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,101598,CHEMBL5903,Activin receptor type-1,7.41,7.41,39.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,30042,CHEMBL4522,BMP-2-inducible protein kinase,7.34,7.34,46.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,12735,CHEMBL2349,"Phosphorylase b kinase gamma catalytic chain, liver/testis isoform",7.32,7.32,48.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,30035,CHEMBL4202,STE20-like serine/threonine-protein kinase,7.17,7.17,68.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,101312,CHEMBL5749,Mitogen-activated protein kinase kinase kinase kinase 1,6.97,6.97,108.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,100907,CHEMBL5275,Bone morphogenetic protein receptor type-1A,6.92,6.92,121.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,30006,CHEMBL3981,Serine/threonine-protein kinase 10,6.83,6.83,149.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,117490,CHEMBL4105885,AarF domain-containing protein kinase 1,6.82,6.82,152.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,30002,CHEMBL3829,Calcium/calmodulin-dependent protein kinase type II subunit gamma,6.77,6.77,169.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,20014,CHEMBL4722,Aurora kinase A,6.74,6.74,184.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,10250,CHEMBL2428,"Myosin light chain kinase, smooth muscle",6.73,6.73,188.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,30007,CHEMBL3982,Tyrosine-protein kinase Fer,6.73,6.73,188.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,104146,CHEMBL1772932,Mitotic checkpoint serine/threonine-protein kinase BUB1,6.72,6.72,191.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,101464,CHEMBL6166,Mitogen-activated protein kinase kinase kinase kinase 4,6.7,6.7,202.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,117580,CHEMBL4105975,"Cytochrome c1, heme protein, mitochondrial",6.7,6.7,202.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,11622,CHEMBL2801,Calcium/calmodulin-dependent protein kinase type II subunit delta,6.68,6.68,207.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,117423,CHEMBL4105818,Long-chain-fatty-acid--CoA ligase 5,6.68,6.68,208.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,101465,CHEMBL6167,Serine/threonine-protein kinase LATS1,6.66,6.66,221.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,101056,CHEMBL5082,Serine/threonine-protein kinase 24,6.64,6.64,230.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,102676,CHEMBL5836,Ephrin type-B receptor 6,6.62,6.62,241.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,30017,CHEMBL3835,Serine/threonine-protein kinase Nek2,6.61,6.61,247.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,100947,CHEMBL5330,Mitogen-activated protein kinase kinase kinase kinase 2,6.61,6.61,244.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,100833,CHEMBL5198,Mitogen-activated protein kinase 15,6.58,6.58,263.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,30004,CHEMBL3938,Serine/threonine-protein kinase 16,6.53,6.53,295.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,10971,CHEMBL2494,Calcium/calmodulin-dependent protein kinase type IV,6.38,6.38,421.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,11407,CHEMBL4179,Mitogen-activated protein kinase 9,6.37,6.37,430.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,105655,CHEMBL2331059,Delta(24)-sterol reductase,6.37,6.37,432.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,18033,CHEMBL2073,Tyrosine-protein kinase Yes,6.35,6.35,445.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,111631,CHEMBL3709670,ADP/ATP translocase 2,6.35,6.35,451.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,117575,CHEMBL4105970,"Elongation factor Tu, mitochondrial",6.33,6.33,464.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,20025,CHEMBL5014,Receptor-interacting serine/threonine-protein kinase 2,6.32,6.32,482.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,11046,CHEMBL2964,Dual specificity mitogen-activated protein kinase kinase 2,6.3,6.3,502.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,117459,CHEMBL4105854,ADP/ATP translocase 3,6.3,6.3,495.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,197,CHEMBL1913,Platelet-derived growth factor receptor beta,6.29,6.29,510.0,1,9
1763584,CHEMBL3301622,GILTERITINIB,11408,CHEMBL2637,Mitogen-activated protein kinase 10,6.29,6.29,512.0,1,9
